run_id	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	sim:targetedNonEM	sim:targetedRLDscntFctr	simtype:ResumeSimFromFile	sim:seeds:conn	sim:targetedRLOppFctr	critic:posRewardBias	critic:angv_bias
427	0.01	-0.01	1	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.0	1.0
428	0.01	-0.01	1	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.0	1.2
429	0.01	-0.01	1	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.5	0.7
430	0.01	-0.01	1	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.5	1.0
431	0.01	-0.01	1	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.5	1.2
432	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	1.5	0.7
433	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	1.5	1.0
434	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	1.5	1.2
435	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.0	0.7
436	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.0	1.0
437	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.0	1.2
438	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.5	0.7
439	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.5	1.0
440	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.5	1.2
441	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	1.5	0.7
442	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	1.5	1.0
443	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	1.5	1.2
444	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.0	0.7
445	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.0	1.0
446	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.0	1.2
447	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.5	0.7
448	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.5	1.0
449	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.5	1.2
450	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	1.5	0.7
451	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	1.5	1.0
452	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	1.5	1.2
453	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.0	0.7
454	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.0	1.0
455	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.0	1.2
456	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.5	0.7
457	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.5	1.0
458	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.5	1.2
459	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	1.5	0.7
460	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	1.5	1.0
461	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	1.5	1.2
462	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.0	0.7
463	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.0	1.0
464	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.0	1.2
465	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.5	0.7
466	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.5	1.0
467	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.5	1.2
468	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	1.5	0.7
469	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	1.5	1.0
470	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	1.5	1.2
471	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.0	0.7
472	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.0	1.0
473	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.0	1.2
474	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.5	0.7
475	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.5	1.0
476	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.5	1.2
477	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	1.5	0.7
478	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	1.5	1.0
479	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	1.5	1.2
480	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.0	0.7
481	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.0	1.0
482	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.0	1.2
483	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.5	0.7
484	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.5	1.0
485	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.5	1.2
486	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	1.5	0.7
487	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	1.5	1.0
488	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	1.5	1.2
489	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.0	0.7
490	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.0	1.0
491	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.0	1.2
492	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.5	0.7
493	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.5	1.0
494	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.5	1.2
495	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	1.5	0.7
496	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	1.5	1.0
497	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	1.5	1.2
498	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.0	0.7
499	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.0	1.0
500	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.0	1.2
501	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.5	0.7
502	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.5	1.0
503	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.5	1.2
504	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	1.5	0.7
505	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	1.5	1.0
506	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	1.5	1.2
507	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.0	0.7
508	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.0	1.0
509	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.0	1.2
510	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.5	0.7
511	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.5	1.0
512	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.5	1.2
513	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	1.5	0.7
514	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	1.5	1.0
515	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	1.5	1.2
516	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.0	0.7
517	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.0	1.0
518	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.0	1.2
519	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.5	0.7
520	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.5	1.0
521	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.5	1.2
522	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	1.5	0.7
523	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	1.5	1.0
524	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	1.5	1.2
525	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	2.0	0.7
526	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	2.0	1.0
527	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	2.0	1.2
528	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	2.5	0.7
529	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	2.5	1.0
530	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	2.5	1.2
531	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	1.5	0.7
532	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	1.5	1.0
533	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	1.5	1.2
534	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.0	0.7
535	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.0	1.0
536	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.0	1.2
537	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.5	0.7
538	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.5	1.0
539	0.005	-0.005	0	1.0	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	1.0	2.5	1.2
540	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	1.5	0.7
541	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	1.5	1.0
542	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	1.5	1.2
543	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.0	0.7
544	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.0	1.0
545	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.0	1.2
546	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.5	0.7
547	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.5	1.0
548	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.8	2.5	1.2
549	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	1.5	0.7
550	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	1.5	1.0
551	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	1.5	1.2
552	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.0	0.7
553	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.0	1.0
554	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.0	1.2
555	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.5	0.7
556	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.5	1.0
557	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	0.9	2.5	1.2
558	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	1.5	0.7
559	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	1.5	1.0
560	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	1.5	1.2
561	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.0	0.7
562	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.0	1.0
563	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.0	1.2
564	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.5	0.7
565	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.5	1.0
566	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/1_run_2371/synWeights_final.pkl	9593185	1.0	2.5	1.2
567	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	1.5	0.7
568	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	1.5	1.0
569	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	1.5	1.2
570	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.0	0.7
571	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.0	1.0
572	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.0	1.2
573	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.5	0.7
574	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.5	1.0
575	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.8	2.5	1.2
576	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	1.5	0.7
577	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	1.5	1.0
578	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	1.5	1.2
579	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.0	0.7
580	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.0	1.0
581	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.0	1.2
582	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.5	0.7
583	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.5	1.0
584	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	0.9	2.5	1.2
585	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	1.5	0.7
586	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	1.5	1.0
587	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	1.5	1.2
588	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.0	0.7
589	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.0	1.0
590	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.0	1.2
591	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.5	0.7
592	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.5	1.0
593	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/2_run_2475/synWeights_final.pkl	2542033	1.0	2.5	1.2
594	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	1.5	0.7
595	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	1.5	1.0
596	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	1.5	1.2
597	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.0	0.7
598	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.0	1.0
599	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.0	1.2
600	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.5	0.7
601	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.5	1.0
602	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.8	2.5	1.2
603	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	1.5	0.7
604	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	1.5	1.0
605	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	1.5	1.2
606	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.0	0.7
607	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.0	1.0
608	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.0	1.2
609	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.5	0.7
610	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.5	1.0
611	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	0.9	2.5	1.2
612	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	1.5	0.7
613	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	1.5	1.0
614	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	1.5	1.2
615	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.0	0.7
616	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.0	1.0
617	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.0	1.2
618	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.5	0.7
619	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.5	1.0
620	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/3_run_2329/synWeights_final.pkl	2542033	1.0	2.5	1.2
621	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	1.5	0.7
622	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	1.5	1.0
623	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	1.5	1.2
624	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.0	0.7
625	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.0	1.0
626	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.0	1.2
627	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.5	0.7
628	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.5	1.0
629	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.8	2.5	1.2
630	0.005	-0.005	1	0.5	results/hpsearch-2022-01-11/best/4_run_2624/synWeights_final.pkl	2542033	0.9	1.5	0.7
