run_id	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	STDP-RL:AMPA:RLwindhebb	STDP-RL:AMPA:RLwindanti	sim:targetedNonEM	sim:targetedRLDscntFctr	sim:targetedRLOppFctr	critic:biases:angv	critic:clear_flips	critic:posRewardBias	critic:total_gain	net:deactivateNMDA
145	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	1.0	0.5	True
146	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	1.0	1.0	False
147	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	1.0	1.0	True
148	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	1.0	2.0	False
149	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	1.0	2.0	True
150	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	1.0	3.0	False
151	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	1.0	3.0	True
152	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	0.5	False
153	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	0.5	True
154	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	1.0	False
155	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	1.0	True
156	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	2.0	False
157	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	2.0	True
158	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	3.0	False
159	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	2.0	3.0	True
160	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	0.5	False
161	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	0.5	True
162	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	1.0	False
163	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	1.0	True
164	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	2.0	False
165	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	2.0	True
166	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	3.0	False
167	0.025	-0.025	5	5	0	0.0	0.8	0.5	False	3.0	3.0	True
168	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	0.5	False
169	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	0.5	True
170	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	1.0	False
171	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	1.0	True
172	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	2.0	False
173	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	2.0	True
174	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	3.0	False
175	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	1.0	3.0	True
176	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	0.5	False
177	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	0.5	True
178	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	1.0	False
179	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	1.0	True
180	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	2.0	False
181	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	2.0	True
182	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	3.0	False
183	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	2.0	3.0	True
184	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	0.5	False
185	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	0.5	True
186	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	1.0	False
187	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	1.0	True
188	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	2.0	False
189	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	2.0	True
190	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	3.0	False
191	0.025	-0.025	5	5	0	0.0	0.8	0.5	True	3.0	3.0	True
192	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	0.5	False
193	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	0.5	True
194	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	1.0	False
195	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	1.0	True
196	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	2.0	False
197	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	2.0	True
198	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	3.0	False
199	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	1.0	3.0	True
200	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	0.5	False
201	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	0.5	True
202	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	1.0	False
203	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	1.0	True
204	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	2.0	False
205	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	2.0	True
206	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	3.0	False
207	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	2.0	3.0	True
208	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	0.5	False
209	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	0.5	True
210	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	1.0	False
211	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	1.0	True
212	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	2.0	False
213	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	2.0	True
214	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	3.0	False
215	0.025	-0.025	5	5	0	0.0	0.8	1.0	False	3.0	3.0	True
216	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	0.5	False
217	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	0.5	True
218	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	1.0	False
219	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	1.0	True
220	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	2.0	False
221	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	2.0	True
222	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	3.0	False
223	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	1.0	3.0	True
224	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	0.5	False
225	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	0.5	True
226	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	1.0	False
227	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	1.0	True
228	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	2.0	False
229	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	2.0	True
230	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	3.0	False
231	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	2.0	3.0	True
232	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	0.5	False
233	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	0.5	True
234	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	1.0	False
235	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	1.0	True
236	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	2.0	False
237	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	2.0	True
238	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	3.0	False
239	0.025	-0.025	5	5	0	0.0	0.8	1.0	True	3.0	3.0	True
240	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	0.5	False
241	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	0.5	True
242	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	1.0	False
243	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	1.0	True
244	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	2.0	False
245	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	2.0	True
246	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	3.0	False
247	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	3.0	True
248	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	0.5	False
249	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	0.5	True
250	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	1.0	False
251	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	1.0	True
252	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	2.0	False
253	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	2.0	True
254	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	3.0	False
255	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	3.0	True
256	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	0.5	False
257	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	0.5	True
258	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	1.0	False
259	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	1.0	True
260	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	2.0	False
261	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	2.0	True
262	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	3.0	False
263	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	3.0	True
264	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	0.5	False
265	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	0.5	True
266	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	1.0	False
267	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	1.0	True
268	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	2.0	False
269	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	2.0	True
270	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	3.0	False
271	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	3.0	True
272	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	0.5	False
273	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	0.5	True
274	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	1.0	False
275	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	1.0	True
276	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	2.0	False
277	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	2.0	True
278	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	3.0	False
279	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	3.0	True
280	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	0.5	False
281	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	0.5	True
282	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	1.0	False
283	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	1.0	True
284	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	2.0	False
285	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	2.0	True
286	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	3.0	False
287	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	3.0	True
288	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	0.5	False
289	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	0.5	True
290	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	1.0	False
291	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	1.0	True
292	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	2.0	False
293	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	2.0	True
294	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	3.0	False
295	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	1.0	3.0	True
296	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	0.5	False
297	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	0.5	True
298	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	1.0	False
299	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	1.0	True
300	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	2.0	False
301	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	2.0	True
302	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	3.0	False
303	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	2.0	3.0	True
304	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	0.5	False
305	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	0.5	True
306	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	1.0	False
307	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	1.0	True
308	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	2.0	False
309	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	2.0	True
310	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	3.0	False
311	0.025	-0.025	5	5	0	0.0	0.9	0.5	False	3.0	3.0	True
312	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	0.5	False
313	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	0.5	True
314	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	1.0	False
315	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	1.0	True
316	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	2.0	False
317	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	2.0	True
318	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	3.0	False
319	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	1.0	3.0	True
320	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	2.0	0.5	False
321	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	2.0	0.5	True
322	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	2.0	1.0	False
323	0.025	-0.025	5	5	0	0.0	0.9	0.5	True	2.0	1.0	True
