run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
45404	130.0	125.0	113.0	123.88	11.13945	7.557425
47140	119.0	103.0	100.0	95.59	5.2442125	3.8057125
9945	105.0	87.0	76.0	82.2	3.7638624999999997	2.813775
57664	89.0	71.0	0	0	0.8397125000000001	0.653625
35600	118.0	109.0	101.0	106.82	3.99435	2.574925
4180	110.0	93.0	86.0	92.83	2.112	1.5843125
31200	77.0	65.0	0	0	1.001825	0.723275
23373	101.0	96.0	0	0	1.5454375	1.110575
8361	79.0	73.0	0	0	0.9517	0.692025
39602	131.0	126.0	124.0	129.05	13.43485	9.0551
37515	73.0	69.0	0	0	0.9900874999999999	0.7066749999999999
51837	91.0	79.0	0	0	1.103625	0.7985
58076	123.0	118.0	117.0	124.0	9.0181375	6.140425
46541	101.0	94.0	84.0	91.22	4.1934625	2.6776625
19806	109.0	91.0	0	0	1.5177625000000001	1.081775
54616	114.0	91.0	83.0	88.27	2.123225	1.609925
48890	117.0	113.0	106.0	117.27	12.574925	8.036275
36230	125.0	116.0	113.0	123.26	10.728625	7.011175
630	87.0	79.0	74.0	85.51	2.14645	1.5651875
18497	112.0	109.0	92.0	95.1	5.9438	3.8043625
46843	128.0	104.0	88.0	91.64	3.03765	2.2268999999999997
47530	113.0	96.0	87.0	94.94	7.731462500000001	5.7077875
54688	103.0	88.0	73.0	86.7	2.076675	1.579875
50395	79.0	73.0	0	0	0.86265	0.6614375
57295	99.0	82.0	0	0	1.0890499999999999	0.8360875
8048	101.0	95.0	87.0	98.35	5.3770875	3.4027625
33675	101.0	76.0	0	0	1.2685	0.9140874999999999
45488	127.0	119.0	112.0	118.02	13.8881125	8.8571625
