run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
4961	81.0	74.0	69.0	75.37	1.412875	1.4000375
2501	64.0	60.0	0	0	0.5374375	0.5064375
1421	77.0	68.0	61.0	71.04	1.1073	1.058
8393	79.0	75.0	70.0	77.32	2.522175	2.447325
4313	93.0	77.0	0	0	0.843975	0.80805
6059	85.0	75.0	71.0	74.61	2.6744	2.6314374999999997
1166	72.0	66.0	0	0	0.591375	0.5005375
428	72.0	62.0	0	0	0.8164374999999999	0.6737
7385	110.0	80.0	71.0	77.56	1.5839	1.523925
3230	80.0	74.0	0	0	0.906325	0.7660125
17	72.0	68.0	60.0	66.74	1.0368875	1.029625
2960	65.0	54.0	0	0	0.533125	0.44463749999999996
2135	71.0	62.0	0	0	0.7321	0.7219249999999999
4367	76.0	69.0	0	0	0.7230125000000001	0.6909375
1406	80.0	69.0	0	0	0.6991625	0.5930375
2939	81.0	71.0	64.0	72.12	1.137525	1.0980750000000001
5309	110.0	77.0	71.0	81.51	2.7055875	2.6437874999999997
5930	83.0	76.0	0	0	1.1234625	0.9446375
3662	75.0	62.0	0	0	0.6675500000000001	0.562675
8111	106.0	76.0	0	0	1.0486375000000001	0.9977874999999999
365	80.0	74.0	67.0	73.24	1.4725	1.416725
725	94.0	75.0	0	0	0.7960375	0.7441625000000001
5135	89.0	69.0	0	0	0.9812125	0.9347625
2081	81.0	69.0	67.0	68.16	1.167375	1.135525
2849	80.0	69.0	63.0	68.97	1.0307125	0.9848874999999999
5774	82.0	80.0	64.0	68.07	1.3445874999999998	1.1093125000000001
6461	98.0	80.0	77.0	82.02	3.6951875000000003	3.592725
8117	102.0	79.0	70.0	79.01	3.7459249999999997	3.6665625
8861	85.0	81.0	73.0	79.57	3.3484375	3.2773125
3623	71.0	61.0	60.0	65.42	1.27545	1.2342625
7865	98.0	81.0	0	0	1.1303125	1.0735375
2144	84.0	74.0	64.0	65.59	1.3335750000000002	1.143
347	64.0	62.0	58.0	64.62	1.0047125	0.9789625
4799	76.0	68.0	63.0	69.22	1.272325	1.2304249999999999
5417	77.0	67.0	0	68.54	0.999375	0.954125
1049	84.0	66.0	0	0	0.6368625	0.6056874999999999
4271	77.0	67.0	0	0	0.91815	0.87745
2399	69.0	65.0	0	0	0.6878875	0.6531125
7775	82.0	77.0	69.0	74.19	1.2417125	1.1862249999999999
8003	84.0	78.0	68.0	76.1	2.3096375	2.2517
5945	69.0	67.0	60.0	64.63	1.0933625	1.0490249999999999
8201	85.0	72.0	68.0	73.88	1.950275	1.8798124999999999
5456	83.0	69.0	0	0	0.6940999999999999	0.575125
6479	70.0	63.0	62.0	66.22	1.3625875	1.2986
8786	71.0	60.0	0	0	0.8012625	0.66525
4865	71.0	67.0	66.0	70.56	1.2862375	1.2406875
2321	83.0	75.0	0	0	0.8045875	0.770575
5174	68.0	61.0	0	0	0.6930125	0.5673125
4673	80.0	69.0	0	0	0.8562	0.8173875
8852	58.0	57.0	0	0	0.563975	0.4697625
602	79.0	64.0	0	0	0.6473125	0.5502625
434	71.0	59.0	0	0	0.7943625	0.6717875
1313	68.0	60.0	58.0	62.99	1.0671125	1.0260500000000001
821	77.0	69.0	67.0	71.29	1.40695	1.3494625
6241	33.0	30.0	0	0	0.2433	0.2217375
4100	88.0	66.0	0	0	0.9250125	0.799425
9046	45.0	35.0	0	0	0.2984875	0.2760375
9000	30.0	25.0	0	0	0.2239875	0.2012875
6440	86.0	62.0	0	0	0.9299250000000001	0.7726375
6019	41.0	33.0	0	0	0.2774625	0.2597
7299	34.0	32.0	0	0	0.2804125	0.2657875
1974	41.0	36.0	0	0	0.3107875	0.2794125
