99.6	10.0	8.0
149.4	28.0	24.0
199.2	2.0	0.0
249.0	10.0	9.0
298.8	1.0	4.0
348.6	16.0	16.0
398.4	3.0	4.0
448.2	16.0	14.0
498.0	4.0	5.0
547.8	0.0	6.0
597.6	6.0	7.0
647.4	10.0	8.0
697.2	13.0	14.0
747.0	5.0	2.0
796.8	10.0	11.0
846.6	9.0	12.0
896.4	2.0	5.0
946.2	15.0	13.0
996.0	14.0	13.0
1045.8	0.0	0.0
1095.6	3.0	4.0
1145.4	5.0	4.0
1195.2	6.0	6.0
1245.0	7.0	9.0
1294.8	4.0	7.0
1344.6	2.0	4.0
1394.4	0.0	0.0
1444.2	0.0	0.0
1494.0	1.0	4.0
1543.8	11.0	10.0
1593.6	5.0	6.0
1643.4	6.0	2.0
1693.2	13.0	9.0
1743.0	6.0	3.0
1792.8	5.0	4.0
1842.6	8.0	6.0
1892.4	5.0	4.0
1942.2	6.0	5.0
1992.0	6.0	7.0
2041.8	7.0	2.0
2091.6	5.0	5.0
2141.4	3.0	8.0
2191.2	3.0	7.0
2241.0	8.0	10.0
2290.8	4.0	6.0
2340.6	9.0	9.0
2390.4	8.0	6.0
2440.2	4.0	1.0
2490.0	4.0	2.0
2539.8	2.0	3.0
2589.6	4.0	1.0
2639.4	2.0	1.0
2689.2	12.0	11.0
2739.0	1.0	0.0
2788.8	2.0	2.0
2838.6	1.0	0.0
2888.4	0.0	1.0
2938.2	8.0	6.0
2988.0	8.0	8.0
3037.8	0.0	4.0
3087.6	9.0	6.0
3137.4	15.0	11.0
3187.2	9.0	3.0
3237.0	6.0	7.0
3286.8	8.0	8.0
3336.6	6.0	9.0
3386.4	0.0	1.0
3436.2	12.0	15.0
3486.0	9.0	10.0
3535.8	9.0	3.0
3585.6	2.0	5.0
3635.4	6.0	8.0
3685.2	5.0	9.0
3735.0	3.0	8.0
3784.8	1.0	2.0
3834.6	3.0	1.0
3884.4	7.0	9.0
3934.2	9.0	6.0
3984.0	25.0	19.0
4033.8	3.0	2.0
4083.6	18.0	17.0
4133.4	10.0	6.0
4183.2	3.0	4.0
4233.0	1.0	4.0
4282.8	4.0	4.0
4332.6	4.0	2.0
4382.4	0.0	2.0
4432.2	9.0	8.0
4482.0	11.0	13.0
4531.8	5.0	2.0
4581.6	2.0	6.0
4631.4	4.0	5.0
4681.2	2.0	3.0
4731.0	1.0	0.0
4780.8	1.0	1.0
4830.6	4.0	3.0
4880.4	2.0	2.0
4930.2	0.0	0.0
4980.0	1.0	5.0
5029.8	4.0	6.0
5079.6	4.0	3.0
5129.4	1.0	2.0
5179.2	1.0	2.0
5229.0	7.0	3.0
5278.8	3.0	1.0
5328.6	4.0	2.0
5378.4	0.0	1.0
5428.2	3.0	4.0
5478.0	4.0	3.0
5527.8	11.0	12.0
5577.6	6.0	7.0
5627.4	1.0	0.0
5677.2	1.0	1.0
5727.0	1.0	0.0
5776.8	1.0	0.0
5826.6	2.0	1.0
5876.4	0.0	5.0
5926.2	8.0	8.0
5976.0	3.0	1.0
6025.8	3.0	6.0
