99.6	17.0	4.0
149.4	22.0	21.0
199.2	5.0	32.0
249.0	11.0	26.0
298.8	17.0	11.0
348.6	20.0	12.0
398.4	7.0	27.0
448.2	11.0	21.0
498.0	22.0	11.0
547.8	18.0	14.0
597.6	6.0	24.0
647.4	13.0	32.0
697.2	13.0	12.0
747.0	22.0	35.0
796.8	15.0	19.0
846.6	10.0	6.0
896.4	20.0	5.0
946.2	21.0	35.0
996.0	15.0	22.0
1045.8	11.0	4.0
1095.6	22.0	10.0
1145.4	14.0	35.0
1195.2	4.0	26.0
1245.0	14.0	14.0
1294.8	13.0	17.0
1344.6	16.0	9.0
1394.4	33.0	32.0
1444.2	10.0	29.0
1494.0	4.0	33.0
1543.8	18.0	16.0
1593.6	17.0	31.0
1643.4	7.0	19.0
1693.2	9.0	4.0
1743.0	11.0	8.0
1792.8	0.0	30.0
1842.6	1.0	24.0
1892.4	11.0	10.0
1942.2	8.0	10.0
1992.0	18.0	9.0
2041.8	22.0	31.0
2091.6	15.0	16.0
2141.4	14.0	4.0
2191.2	16.0	12.0
2241.0	4.0	32.0
2290.8	4.0	20.0
2340.6	15.0	10.0
2390.4	13.0	6.0
2440.2	0.0	33.0
2490.0	0.0	26.0
2539.8	12.0	11.0
2589.6	8.0	8.0
2639.4	15.0	7.0
2689.2	19.0	28.0
2739.0	8.0	14.0
2788.8	19.0	5.0
2838.6	14.0	5.0
2888.4	5.0	34.0
2938.2	7.0	20.0
2988.0	15.0	7.0
3037.8	5.0	15.0
3087.6	14.0	10.0
3137.4	10.0	11.0
3187.2	17.0	9.0
3237.0	12.0	29.0
3286.8	19.0	19.0
3336.6	11.0	28.0
3386.4	18.0	16.0
3436.2	12.0	28.0
3486.0	7.0	15.0
3535.8	8.0	3.0
3585.6	8.0	2.0
3635.4	1.0	30.0
3685.2	0.0	26.0
3735.0	14.0	6.0
3784.8	8.0	7.0
3834.6	1.0	19.0
3884.4	5.0	27.0
3934.2	16.0	15.0
3984.0	21.0	15.0
4033.8	0.0	13.0
4083.6	1.0	30.0
4133.4	3.0	26.0
4183.2	13.0	2.0
4233.0	10.0	7.0
4282.8	3.0	15.0
4332.6	1.0	31.0
4382.4	16.0	14.0
4432.2	1.0	30.0
4482.0	7.0	18.0
4531.8	14.0	6.0
4581.6	13.0	8.0
4631.4	2.0	12.0
4681.2	4.0	27.0
4731.0	15.0	17.0
4780.8	13.0	3.0
4830.6	8.0	3.0
4880.4	4.0	28.0
4930.2	0.0	27.0
4980.0	22.0	2.0
5029.8	12.0	27.0
5079.6	8.0	11.0
5129.4	11.0	5.0
5179.2	6.0	11.0
5229.0	10.0	5.0
5278.8	10.0	9.0
5328.6	2.0	16.0
5378.4	4.0	34.0
5428.2	7.0	12.0
5478.0	17.0	5.0
5527.8	8.0	10.0
5577.6	22.0	1.0
5627.4	13.0	25.0
5677.2	15.0	18.0
5727.0	20.0	5.0
5776.8	7.0	5.0
5826.6	6.0	15.0
5876.4	2.0	15.0
5926.2	14.0	7.0
5976.0	17.0	22.0
6025.8	5.0	16.0
6075.6	18.0	3.0
6125.4	6.0	15.0
6175.2	12.0	12.0
6225.0	10.0	21.0
