49.8	1.0	-0.49165	[-0.012616985085855898, 0.19292789026810803, 0.04204097304471882, -0.28092126973427073]
99.6	0.0	1.00000	[-0.008758427280493737, -0.002767750530172003, 0.03642254765003341, 0.024719224389911088]
149.4	0.0	-0.58891	[-0.008813782291097177, -0.19839259022741892, 0.03691693213783163, 0.32866772980082565]
199.2	1.0	1.00000	[-0.012781634095645556, -0.003815105959687426, 0.04349028673384814, 0.0478514800961542]
249.0	1.0	-0.34759	[-0.012857936214839305, 0.19065711707909308, 0.044447316335771224, -0.2307989145825841]
298.8	0.0	0.86398	[-0.009044793873257443, -0.0050708508518283735, 0.03983133804411954, 0.07556628902964385]
348.6	1.0	-0.25281	[-0.00914621089029401, 0.18945811600330473, 0.04134266382471242, -0.20428840438920448]
398.4	0.0	0.58371	[-0.005357048570227916, -0.006229931611007045, 0.03725689573692833, 0.10114412887293917]
448.2	1.0	-0.15704	[-0.005481647202448057, 0.18833881473898104, 0.039279778314387115, -0.17955546341786516]
498.0	0.0	0.31199	[-0.001714870907668436, -0.007322573668253007, 0.03568866904602981, 0.1252555191090663]
547.8	1.0	-0.06313	[-0.001861322381033496, 0.18727040282433008, 0.03819377942821114, -0.15595783681382824]
597.6	0.0	0.04787	[0.0018840856754531057, -0.008376991408548973, 0.03507462269193457, 0.1485254691879594]
647.4	0.0	-0.62753	[0.0017165458472821263, -0.20398319626113834, 0.03804513207569376, 0.4520641394865237]
697.2	1.0	1.00000	[-0.002363118077940641, -0.009419354298071475, 0.04708641486542423, 0.17161213523184476]
747.0	1.0	0.34403	[-0.0025515051639020702, 0.1849981420591716, 0.050518657570061125, -0.10585259121681628]
796.8	0.0	-0.18527	[0.0011484576772813615, -0.010810002135296093, 0.0484016057457248, 0.20233107674137235]
846.6	1.0	0.66134	[0.0009322576345754396, 0.18358751796482858, 0.05244822728055225, -0.07469918996032499]
896.4	0.0	-0.30190	[0.004604007993872011, -0.012245572531897592, 0.05095424348134575, 0.23405922300960047]
946.2	1.0	0.95542	[0.004359096543234059, 0.18211271526204578, 0.05563542794153776, -0.04212576014562258]
996.0	0.0	-0.41155	[0.008001350848474975, -0.013761070873599901, 0.054792912738625306, 0.26757869902433296]
1045.8	1.0	1.00000	[0.007726129431002977, 0.1805378266816721, 0.06014448671911196, -0.0073311975003717555]
1095.6	0.0	-0.50157	[0.011336885964636419, -0.015392805356729378, 0.05999786276910453, 0.30370516753480437]
1145.4	1.0	1.00000	[0.011029029857501831, 0.17882505314296054, 0.06607196611980062, 0.030531364060464694]
1195.2	0.0	-0.56008	[0.014605530920361043, -0.01717913337083793, 0.06668259340100992, 0.34330716204646367]
1245.0	1.0	1.00000	[0.014261948252944284, 0.17693392328772786, 0.07354873664193919, 0.0723748467004387]
1294.8	1.0	-0.21306	[0.01780062671869884, 0.37092860641907255, 0.07499623357594797, -0.19622664525612465]
1344.6	0.0	0.40650	[0.025219198847080293, 0.17481849924870427, 0.07107170067082547, 0.11913987646609692]
1394.4	0.0	-0.35714	[0.028715568832054377, -0.021245968589443914, 0.0734544982001474, 0.43337161577571226]
1444.2	1.0	1.00000	[0.0282906494602655, 0.17276331312721124, 0.08212193051566165, 0.16471863990206131]
1494.0	1.0	0.28204	[0.03174591572280973, 0.3666195288179911, 0.08541630331370287, -0.10096898917001446]
1543.8	0.0	-0.19989	[0.03907830629916955, 0.17038388677234392, 0.08339692353030258, 0.2173932011539617]
1593.6	1.0	0.72549	[0.042485984034616425, 0.36422076649547686, 0.08774478755338182, -0.047861311931137074]
1643.4	0.0	-0.36614	[0.049770399364525965, 0.16795735351185048, 0.08678756131475908, 0.2711651165528679]
1693.2	1.0	1.00000	[0.053129546434762975, 0.3617405712258556, 0.09221086364581643, 0.0070678204166042535]
1743.0	0.0	-0.49160	[0.060364357859280085, 0.1654254628350719, 0.09235222005414852, 0.32736103393594024]
1792.8	1.0	1.00000	[0.06367286711598152, 0.3591195728503001, 0.09889944073286733, 0.06517096507321152]
1842.6	1.0	-0.19587	[0.07085525857298752, 0.5526947124575907, 0.10020286003433156, -0.19474380932593643]
1892.4	0.0	0.33168	[0.08190915282213934, 0.35629281695660514, 0.09630798384781283, 0.12779164120593167]
1942.2	1.0	-0.01241	[0.08903500916127144, 0.5499126283833009, 0.09886381667193146, -0.13302141889350427]
1992.0	0.0	-0.09083	[0.10003326172893745, 0.3535237453637134, 0.09620338829406137, 0.18914207766796787]
2041.8	1.0	0.48013	[0.10710373663621171, 0.5471471307162653, 0.09998622984742073, -0.071709846786573]
2091.6	0.0	-0.28799	[0.11804667925053702, 0.35074446092479394, 0.09855203291168926, 0.2507697662472055]
2141.4	1.0	0.89561	[0.1250615684690329, 0.5443310706450574, 0.10356742823663337, -0.009273713099334502]
2191.2	0.0	-0.44656	[0.13594818988193405, 0.34788804483892444, 0.10338195397464668, 0.3142063401522518]
2241.0	1.0	1.00000	[0.14290595077871254, 0.5413970362911609, 0.10966608077769172, 0.05583279700192567]
2290.8	1.0	-0.20429	[0.15373389150453576, 0.7347896240319357, 0.11078273671773023, -0.20033619382176887]
2340.6	0.0	0.35962	[0.16842968398517447, 0.538271936784633, 0.10677601284129486, 0.12513686168681026]
2390.4	1.0	-0.01463	[0.17919512272086713, 0.7317150412563915, 0.10927875007503106, -0.13204273453892712]
2440.2	0.0	-0.09533	[0.19382942354599497, 0.535211196582574, 0.10663789538425252, 0.19301886552202108]
2490.0	1.0	0.49460	[0.20453364747764646, 0.7286588877158098, 0.11049827269469294, -0.06421221554838624]
2539.8	0.0	-0.30358	[0.21910682523196265, 0.5321403982618779, 0.10921402838372521, 0.2611881735293675]
2589.6	1.0	0.90851	[0.2297496331972002, 0.7255476121753818, 0.11443779185431256, 0.004850943031440291]
2639.4	0.0	-0.46359	[0.24426058544070783, 0.5289862825354941, 0.11453481071494137, 0.3313357405817712]
2689.2	1.0	1.00000	[0.2548403110914177, 0.722307451964288, 0.12116152552657679, 0.07685359118263652]
2739.0	1.0	-0.13511	[0.26928646013070345, 0.9155029136567909, 0.12269859735022952, -0.17528070565761178]
2788.8	0.0	0.11217	[0.28759651840383926, 0.7188580970500285, 0.11919298323707728, 0.15345188759288958]
2838.6	1.0	0.19131	[0.30197368034483985, 0.9120896012565733, 0.12226202098893507, -0.09937905909040218]
2888.4	0.0	-0.19633	[0.32021547236997133, 0.7154468397625651, 0.12027443980712703, 0.22923881567659976]
2938.2	1.0	0.70018	[0.33452440916522264, 0.9086630859489102, 0.12485921612065902, -0.023216295676370236]
2988.0	0.0	-0.39590	[0.35269767088420084, 0.7119922718315254, 0.12439489020713161, 0.30610666763172484]
3037.8	1.0	1.00000	[0.3669375163208313, 0.9051423391420117, 0.1305170235597661, 0.05509814422214798]
3087.6	1.0	-0.17593	[0.38504036310367157, 1.0981748150014294, 0.13161898644420905, -0.1937247265645003]
