run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
23843	172.0	164.0	152.0	164.07	12.185775	8.953925
14840	182.0	152.0	146.0	156.44	12.513875	9.031825000000001
10704	175.0	157.0	140.0	147.63	13.1757	9.2757
25725	150.0	147.0	137.0	143.13	12.184825	9.055475
22123	178.0	160.0	149.0	165.37	12.794825	9.04655
21771	164.0	149.0	133.0	151.85	12.450175	9.022525
32433	169.0	143.0	136.0	148.69	12.375024999999999	8.9253
1693	141.0	113.0	103.0	107.14	12.558225	9.082075
51924	170.0	154.0	150.0	167.15	12.422175	8.97105
24665	162.0	150.0	138.0	137.64	12.11505	8.847175
37837	187.0	169.0	149.0	168.93	12.75905	9.1045
31445	174.0	158.0	150.0	165.04	12.580175	9.039725
8388	167.0	150.0	144.0	150.87	12.774075	9.147324999999999
10857	149.0	138.0	118.0	116.35	12.073075	8.9135
30733	162.0	149.0	147.0	162.42	12.45835	8.976975
28570	181.0	157.0	133.0	133.38	12.108075	8.920325
