run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
7026	150.0	132.0	127.0	124.47	9.61445	6.982875
1640	168.0	152.0	143.0	144.26	11.5188125	8.1536875
2227	141.0	130.0	100.0	106.26	11.2551625	6.7202375000000005
2546	157.0	138.0	137.0	137.86	9.5512125	6.915675
1338	194.0	179.0	156.0	175.56	11.295375	8.4571375
168	182.0	176.0	163.0	172.13	10.1849375	7.74835
4979	137.0	117.0	114.0	112.1	9.689575000000001	6.3957999999999995
5111	139.0	128.0	123.0	123.51	8.2451375	6.3174125
6500	167.0	162.0	148.0	161.64	8.568999999999999	6.677875
7118	159.0	152.0	134.0	133.97	8.905725	6.8030625
6410	151.0	141.0	134.0	136.85	8.182425	6.4041749999999995
1987	184.0	155.0	144.0	152.14	9.071662499999999	7.09435
2421	132.0	126.0	109.0	108.79	10.0856125	6.4883750000000004
3842	202.0	144.0	140.0	142.02	11.00535	7.8300375
1430	158.0	128.0	88.0	104.99	11.350449999999999	7.0354
2170	140.0	127.0	122.0	118.81	9.832049999999999	6.485275
7321	175.0	173.0	160.0	169.09	9.718725000000001	7.4831375
1084	134.0	121.0	115.0	114.97	11.867162500000001	7.0578125
6214	151.0	141.0	137.0	136.21	7.814725	6.2189749999999995
5319	145.0	128.0	113.0	116.25	9.530800000000001	6.759125
2396	135.0	124.0	85.0	95.15	11.221824999999999	6.5063
6911	143.0	135.0	133.0	137.26	7.9719	6.218249999999999
891	168.0	143.0	126.0	128.04	11.764275000000001	7.2614125000000005
1253	145.0	131.0	121.0	118.22	9.016612499999999	6.764925
6391	144.0	139.0	133.0	134.9	8.8389375	6.5818625
