run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
628	89.0	76.0	0	0	1.137425	0.8167625
618	85.0	73.0	0	0	1.0116375	0.727625
458	103.0	91.0	0	0	1.25295	0.8997624999999999
158	88.0	76.0	0	0	1.02495	0.7544375
827	93.0	81.0	0	0	0.9875624999999999	0.7074374999999999
303	81.0	80.0	0	0	1.0833625	0.7800625
33	90.0	75.0	0	0	1.0034125	0.723625
754	82.0	67.0	0	0	0.9558500000000001	0.6899625
461	101.0	98.0	0	0	1.3322125	0.9591749999999999
438	75.0	66.0	0	0	1.0440625000000001	0.7557375000000001
915	90.0	81.0	0	0	1.066725	0.773
