run_id	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	STDP-RL:AMPA:RLwindhebb	STDP-RL:AMPA:RLwindanti	sim:targetedNonEM	sim:targetedRLDscntFctr	simtype:ResumeSimFromFile	sim:seeds:conn	sim:targetedRLOppFctr	critic:posRewardBias	critic:angv_bias
1782	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.0	0.8
1783	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.0	1.0
1784	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	0.5
1785	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	0.7
1786	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	0.8
1787	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	1.0
1788	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	0.5
1789	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	0.7
1790	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	0.8
1791	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	1.0
1792	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	0.5
1793	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	0.7
1794	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	0.8
1795	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	1.0
1796	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	0.5
1797	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	0.7
1798	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	0.8
1799	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	1.0
1800	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	0.5
1801	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	0.7
1802	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	0.8
1803	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	1.0
1804	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	0.5
1805	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	0.7
1806	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	0.8
1807	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	1.0
1808	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	0.5
1809	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	0.7
1810	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	0.8
1811	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	1.0
1812	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	0.5
1813	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	0.7
1814	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	0.8
1815	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	1.0
1816	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	0.5
1817	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	0.7
1818	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	0.8
1819	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	1.0
1820	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	0.5
1821	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	0.7
1822	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	0.8
1823	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	1.0
1824	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	1.5	0.5
1825	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	1.5	0.7
1826	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	1.5	0.8
1827	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	1.5	1.0
1828	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.0	0.5
1829	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.0	0.7
1830	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.0	0.8
1831	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.0	1.0
1832	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.5	0.5
1833	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.5	0.7
1834	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.5	0.8
1835	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	2.5	1.0
1836	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	1.5	0.5
1837	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	1.5	0.7
1838	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	1.5	0.8
1839	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	1.5	1.0
1840	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.0	0.5
1841	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.0	0.7
1842	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.0	0.8
1843	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.0	1.0
1844	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.5	0.5
1845	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.5	0.7
1846	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.5	0.8
1847	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.8	2.5	1.0
1848	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	1.5	0.5
1849	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	1.5	0.7
1850	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	1.5	0.8
1851	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	1.5	1.0
1852	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.0	0.5
1853	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.0	0.7
1854	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.0	0.8
1855	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.0	1.0
1856	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.5	0.5
1857	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.5	0.7
1858	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.5	0.8
1859	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	0.9	2.5	1.0
1860	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	1.5	0.5
1861	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	1.5	0.7
1862	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	1.5	0.8
1863	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	1.5	1.0
1864	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.0	0.5
1865	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.0	0.7
1866	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.0	0.8
1867	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.0	1.0
1868	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.5	0.5
1869	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.5	0.7
1870	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.5	0.8
1871	0.001	-0.001	3	3	0	1.0	results/hpsearch-2022-01-02/best/4_run_4662/synWeights_final.pkl	6485021	1.0	2.5	1.0
1872	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	1.5	0.5
1873	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	1.5	0.7
1874	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	1.5	0.8
1875	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	1.5	1.0
1876	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.0	0.5
1877	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.0	0.7
1878	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.0	0.8
1879	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.0	1.0
1880	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.5	0.5
1881	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.5	0.7
1882	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.5	0.8
1883	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.8	2.5	1.0
1884	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	1.5	0.5
1885	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	1.5	0.7
1886	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	1.5	0.8
1887	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	1.5	1.0
1888	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.0	0.5
1889	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.0	0.7
1890	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.0	0.8
1891	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.0	1.0
1892	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.5	0.5
1893	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.5	0.7
1894	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.5	0.8
1895	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	0.9	2.5	1.0
1896	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	1.5	0.5
1897	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	1.5	0.7
1898	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	1.5	0.8
1899	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	1.5	1.0
1900	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.0	0.5
1901	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.0	0.7
1902	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.0	0.8
1903	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.0	1.0
1904	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.5	0.5
1905	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.5	0.7
1906	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.5	0.8
1907	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/1_run_3139/synWeights_final.pkl	2542033	1.0	2.5	1.0
1908	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	1.5	0.5
1909	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	1.5	0.7
1910	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	1.5	0.8
1911	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	1.5	1.0
1912	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.0	0.5
1913	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.0	0.7
1914	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.0	0.8
1915	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.0	1.0
1916	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.5	0.5
1917	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.5	0.7
1918	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.5	0.8
1919	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.8	2.5	1.0
1920	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	1.5	0.5
1921	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	1.5	0.7
1922	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	1.5	0.8
1923	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	1.5	1.0
1924	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.0	0.5
1925	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.0	0.7
1926	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.0	0.8
1927	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.0	1.0
1928	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	0.5
1929	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	0.7
1930	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	0.8
1931	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	0.9	2.5	1.0
1932	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	0.5
1933	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	0.7
1934	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	0.8
1935	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	1.5	1.0
1936	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	0.5
1937	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	0.7
1938	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	0.8
1939	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.0	1.0
1940	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	0.5
1941	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	0.7
1942	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	0.8
1943	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/2_run_5928/synWeights_final.pkl	9593185	1.0	2.5	1.0
1944	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	0.5
1945	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	0.7
1946	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	0.8
1947	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	1.5	1.0
1948	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	0.5
1949	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	0.7
1950	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	0.8
1951	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.0	1.0
1952	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	0.5
1953	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	0.7
1954	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	0.8
1955	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.8	2.5	1.0
1956	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	0.5
1957	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	0.7
1958	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	0.8
1959	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	1.5	1.0
1960	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	0.5
1961	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	0.7
1962	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	0.8
1963	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.0	1.0
1964	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	0.5
1965	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	0.7
1966	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	0.8
1967	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	0.9	2.5	1.0
1968	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	1.5	0.5
1969	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	1.5	0.7
1970	0.001	-0.001	3	3	1	0.5	results/hpsearch-2022-01-02/best/3_run_4661/synWeights_final.pkl	4902474	1.0	1.5	0.8
