run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
21	37.0	34.0	31.0	32.67	5.942375	5.3740000000000006
528	34.0	29.0	27.0	30.35	3.371325	3.909675
333	38.0	38.0	31.0	34.24	5.8527000000000005	5.3748249999999995
514	36.0	32.0	29.0	31.4	3.8435250000000005	4.01075
653	36.0	32.0	32.0	32.36	4.185325000000001	4.6025
650	34.0	28.0	27.0	29.2	3.71105	4.221875
584	40.0	32.0	31.0	33.11	5.9929749999999995	5.4031
55	39.0	32.0	32.0	33.15	5.97875	5.4048
699	38.0	31.0	30.0	34.87	6.1007	5.4316
673	37.0	31.0	30.0	32.19	5.10575	5.066375
257	37.0	29.0	27.0	30.93	6.0886000000000005	5.4017
686	38.0	32.0	29.0	31.51	5.390425	5.13645
259	33.0	30.0	28.0	31.64	6.4019	5.486625
121	38.0	35.0	31.0	35.08	5.7932749999999995	5.274625
43	36.0	32.0	30.0	33.94	6.0874749999999995	5.448475
420	41.0	32.0	31.0	34.1	5.557925	5.2472
568	35.0	34.0	31.0	32.99	5.2905999999999995	5.1049999999999995
6	36.0	32.0	31.0	33.36	6.154625	5.289775000000001
535	37.0	29.0	27.0	30.81	4.6655	4.88635
52	40.0	33.0	31.0	34.71	5.859725	5.315475
521	40.0	34.0	31.0	35.03	5.2814	5.161
296	32.0	29.0	28.0	30.33	5.547725	5.43055
49	38.0	36.0	30.0	32.91	5.9519	5.36535
252	32.0	28.0	27.0	29.68	3.24885	3.193425
61	37.0	34.0	30.0	32.59	6.058225	5.44425
617	37.0	32.0	29.0	33.9	6.771850000000001	5.1416249999999994
0	43.0	33.0	31.0	32.5	5.80165	5.2668
507	33.0	30.0	28.0	29.04	3.388875	3.829375
364	29.0	24.0	22.0	25.21	1.7149999999999999	2.0755500000000002
515	36.0	29.0	27.0	31.16	3.7901249999999997	3.956125
57	39.0	32.0	30.0	34.14	6.09945	5.480625
493	29.0	25.0	23.0	26.94	2.642575	2.7263
682	36.0	32.0	31.0	32.04	5.8722	5.365775
629	38.0	34.0	31.0	31.39	2.6352	3.095075
560	40.0	33.0	30.0	32.33	5.754575	5.324175
59	35.0	32.0	29.0	32.24	6.067025	5.4597999999999995
76	35.0	31.0	29.0	31.0	6.056825	5.45435
316	37.0	33.0	31.0	33.81	5.8306249999999995	5.438775
471	39.0	30.0	29.0	30.98	6.035975	5.433725
261	36.0	31.0	30.0	31.75	5.5733	5.2109749999999995
322	36.0	31.0	29.0	32.77	5.987299999999999	5.4184
624	36.0	30.0	24.0	27.76	1.9836500000000001	2.4478
28	36.0	34.0	32.0	34.55	5.5895	5.1233249999999995
701	41.0	32.0	31.0	33.05	6.058875	5.433275
668	32.0	29.0	27.0	28.93	4.159275	4.517625000000001
605	37.0	29.0	26.0	29.48	1.9399000000000002	2.27225
694	34.0	32.0	30.0	32.4	5.8263	5.3368
574	38.0	31.0	30.0	34.38	5.749499999999999	5.3119250000000005
244	34.0	27.0	25.0	30.62	2.6104	2.8821000000000003
611	28.0	26.0	21.0	24.81	2.2390999999999996	2.6204
184	38.0	35.0	29.0	33.82	5.600524999999999	5.2353749999999994
712	34.0	31.0	30.0	30.83	6.00315	5.4140999999999995
431	39.0	34.0	30.0	32.49	5.42335	5.15845
704	39.0	32.0	30.0	31.84	6.018425	5.410525
36	38.0	32.0	29.0	33.67	6.02805	5.496925
214	35.0	30.0	30.0	33.03	6.008325	5.414275
174	37.0	33.0	31.0	35.91	5.858700000000001	5.328725
98	36.0	30.0	29.0	32.05	6.067875	5.446575
171	43.0	35.0	32.0	33.95	6.015675	5.357825
326	37.0	32.0	30.0	33.36	5.860275	5.339425
527	35.0	28.0	28.0	31.53	4.179075	4.552525
125	36.0	32.0	32.0	32.81	6.097325	4.997075000000001
297	41.0	36.0	34.0	38.36	5.743824999999999	5.4254750000000005
227	39.0	33.0	31.0	32.63	6.071175	5.440250000000001
590	36.0	29.0	29.0	31.21	6.0152	5.42905
251	46.0	37.0	33.0	36.61	8.208499999999999	5.545075
573	38.0	35.0	30.0	32.82	5.70165	5.275824999999999
20	40.0	32.0	31.0	35.19	5.827575	5.345000000000001
552	35.0	31.0	28.0	29.89	4.71115	4.92995
189	42.0	32.0	30.0	33.35	5.846125	5.3408999999999995
616	45.0	41.0	36.0	40.48	6.184575000000001	5.201025
303	37.0	31.0	30.0	31.94	5.895625	5.375875
230	35.0	33.0	29.0	32.52	6.08435	5.4445500000000004
233	43.0	32.0	31.0	32.23	6.01645	5.438375
672	37.0	30.0	29.0	31.64	4.6659999999999995	4.867475000000001
361	38.0	36.0	33.0	35.07	4.936675	4.96195
529	32.0	31.0	28.0	29.79	3.8841500000000004	4.362724999999999
579	37.0	32.0	29.0	32.41	6.0941	5.4549
566	39.0	32.0	29.0	33.64	5.6316749999999995	5.2433
149	40.0	34.0	33.0	35.47	5.8427750000000005	5.170075
696	37.0	33.0	30.0	33.56	6.048125000000001	5.4304499999999996
245	38.0	32.0	30.0	32.7	5.37905	4.372425
232	35.0	32.0	29.0	32.08	6.091175	5.4348
504	27.0	25.0	23.0	26.29	2.169725	2.624925
95	35.0	31.0	29.0	32.19	6.0485500000000005	5.426025
465	39.0	32.0	31.0	33.27	5.992125	5.4081
413	41.0	36.0	31.0	34.43	4.663600000000001	4.8944
82	40.0	33.0	30.0	34.13	6.043125	5.429399999999999
647	36.0	32.0	30.0	33.05	3.915525	4.418825
592	39.0	33.0	30.0	31.51	6.007475	5.405725
702	34.0	30.0	29.0	30.24	6.077	5.447875
570	40.0	32.0	30.0	31.89	5.7040999999999995	5.2625
416	39.0	32.0	30.0	32.05	5.686275	5.409000000000001
31	39.0	33.0	31.0	34.97	6.077975	5.348675
201	36.0	31.0	30.0	34.41	5.999975	5.4112
84	36.0	32.0	29.0	31.3	6.078825	5.425575
196	40.0	35.0	31.0	33.0	5.90775	5.453374999999999
625	32.0	28.0	25.0	28.51	2.614075	3.1275500000000003
131	42.0	39.0	36.0	38.32	8.019325	5.610175
646	38.0	32.0	27.0	30.93	3.8390999999999997	4.3412999999999995
144	36.0	30.0	27.0	31.12	4.31825	4.49685
599	35.0	31.0	31.0	31.92	6.08695	5.4563749999999995
423	37.0	33.0	31.0	32.96	5.7445	5.325175
631	32.0	27.0	25.0	26.88	3.084775	3.46165
