run_id	STDP-RL:AMPA:RLlenhebb	STDP-RL:AMPA:RLlenanti	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	STDP-RL:AMPA:RLwindhebb	STDP-RL:AMPA:RLwindanti	critic:negRewardBias
38	52	52	0.05	-0.05	25	25	-0.01
39	52	52	0.05	-0.05	25	25	-0.005
40	52	52	0.02	-0.02	2	2	-0.05
41	52	52	0.02	-0.02	2	2	-0.02
42	52	52	0.02	-0.02	2	2	-0.01
43	52	52	0.02	-0.02	2	2	-0.005
44	52	52	0.02	-0.02	3	3	-0.05
45	52	52	0.02	-0.02	3	3	-0.02
46	52	52	0.02	-0.02	3	3	-0.01
47	52	52	0.02	-0.02	3	3	-0.005
48	52	52	0.02	-0.02	5	5	-0.05
49	52	52	0.02	-0.02	5	5	-0.02
50	52	52	0.02	-0.02	5	5	-0.01
51	52	52	0.02	-0.02	5	5	-0.005
52	52	52	0.02	-0.02	10	10	-0.05
53	52	52	0.02	-0.02	10	10	-0.02
54	52	52	0.02	-0.02	10	10	-0.01
55	52	52	0.02	-0.02	10	10	-0.005
56	52	52	0.02	-0.02	25	25	-0.05
57	52	52	0.02	-0.02	25	25	-0.02
58	52	52	0.02	-0.02	25	25	-0.01
59	52	52	0.02	-0.02	25	25	-0.005
60	52	52	0.01	-0.01	2	2	-0.05
61	52	52	0.01	-0.01	2	2	-0.02
62	52	52	0.01	-0.01	2	2	-0.01
63	52	52	0.01	-0.01	2	2	-0.005
64	52	52	0.01	-0.01	3	3	-0.05
65	52	52	0.01	-0.01	3	3	-0.02
66	52	52	0.01	-0.01	3	3	-0.01
67	52	52	0.01	-0.01	3	3	-0.005
68	52	52	0.01	-0.01	5	5	-0.05
69	52	52	0.01	-0.01	5	5	-0.02
70	52	52	0.01	-0.01	5	5	-0.01
71	52	52	0.01	-0.01	5	5	-0.005
72	52	52	0.01	-0.01	10	10	-0.05
73	52	52	0.01	-0.01	10	10	-0.02
74	52	52	0.01	-0.01	10	10	-0.01
75	52	52	0.01	-0.01	10	10	-0.005
76	52	52	0.01	-0.01	25	25	-0.05
77	52	52	0.01	-0.01	25	25	-0.02
78	52	52	0.01	-0.01	25	25	-0.01
79	52	52	0.01	-0.01	25	25	-0.005
80	52	52	0.005	-0.005	2	2	-0.05
81	52	52	0.005	-0.005	2	2	-0.02
82	52	52	0.005	-0.005	2	2	-0.01
83	52	52	0.005	-0.005	2	2	-0.005
84	52	52	0.005	-0.005	3	3	-0.05
85	52	52	0.005	-0.005	3	3	-0.02
86	52	52	0.005	-0.005	3	3	-0.01
87	52	52	0.005	-0.005	3	3	-0.005
88	52	52	0.005	-0.005	5	5	-0.05
89	52	52	0.005	-0.005	5	5	-0.02
90	52	52	0.005	-0.005	5	5	-0.01
91	52	52	0.005	-0.005	5	5	-0.005
92	52	52	0.005	-0.005	10	10	-0.05
93	52	52	0.005	-0.005	10	10	-0.02
94	52	52	0.005	-0.005	10	10	-0.01
95	52	52	0.005	-0.005	10	10	-0.005
96	52	52	0.005	-0.005	25	25	-0.05
97	52	52	0.005	-0.005	25	25	-0.02
98	52	52	0.005	-0.005	25	25	-0.01
99	52	52	0.005	-0.005	25	25	-0.005
100	52	52	0.001	-0.001	2	2	-0.05
101	52	52	0.001	-0.001	2	2	-0.02
102	52	52	0.001	-0.001	2	2	-0.01
103	52	52	0.001	-0.001	2	2	-0.005
104	52	52	0.001	-0.001	3	3	-0.05
105	52	52	0.001	-0.001	3	3	-0.02
106	52	52	0.001	-0.001	3	3	-0.01
107	52	52	0.001	-0.001	3	3	-0.005
108	52	52	0.001	-0.001	5	5	-0.05
109	52	52	0.001	-0.001	5	5	-0.02
110	52	52	0.001	-0.001	5	5	-0.01
111	52	52	0.001	-0.001	5	5	-0.005
112	52	52	0.001	-0.001	10	10	-0.05
113	52	52	0.001	-0.001	10	10	-0.02
114	52	52	0.001	-0.001	10	10	-0.01
115	52	52	0.001	-0.001	10	10	-0.005
116	52	52	0.001	-0.001	25	25	-0.05
117	52	52	0.001	-0.001	25	25	-0.02
118	52	52	0.001	-0.001	25	25	-0.01
119	52	52	0.001	-0.001	25	25	-0.005
120	202	202	0.1	-0.1	2	2	-0.05
121	202	202	0.1	-0.1	2	2	-0.02
122	202	202	0.1	-0.1	2	2	-0.01
123	202	202	0.1	-0.1	2	2	-0.005
124	202	202	0.1	-0.1	3	3	-0.05
125	202	202	0.1	-0.1	3	3	-0.02
126	202	202	0.1	-0.1	3	3	-0.01
127	202	202	0.1	-0.1	3	3	-0.005
128	202	202	0.1	-0.1	5	5	-0.05
129	202	202	0.1	-0.1	5	5	-0.02
130	202	202	0.1	-0.1	5	5	-0.01
131	202	202	0.1	-0.1	5	5	-0.005
132	202	202	0.1	-0.1	10	10	-0.05
133	202	202	0.1	-0.1	10	10	-0.02
134	202	202	0.1	-0.1	10	10	-0.01
135	202	202	0.1	-0.1	10	10	-0.005
136	202	202	0.1	-0.1	25	25	-0.05
137	202	202	0.1	-0.1	25	25	-0.02
138	202	202	0.1	-0.1	25	25	-0.01
139	202	202	0.1	-0.1	25	25	-0.005
140	202	202	0.05	-0.05	2	2	-0.05
141	202	202	0.05	-0.05	2	2	-0.02
142	202	202	0.05	-0.05	2	2	-0.01
143	202	202	0.05	-0.05	2	2	-0.005
144	202	202	0.05	-0.05	3	3	-0.05
145	202	202	0.05	-0.05	3	3	-0.02
146	202	202	0.05	-0.05	3	3	-0.01
147	202	202	0.05	-0.05	3	3	-0.005
148	202	202	0.05	-0.05	5	5	-0.05
149	202	202	0.05	-0.05	5	5	-0.02
150	202	202	0.05	-0.05	5	5	-0.01
151	202	202	0.05	-0.05	5	5	-0.005
152	202	202	0.05	-0.05	10	10	-0.05
153	202	202	0.05	-0.05	10	10	-0.02
154	202	202	0.05	-0.05	10	10	-0.01
155	202	202	0.05	-0.05	10	10	-0.005
156	202	202	0.05	-0.05	25	25	-0.05
157	202	202	0.05	-0.05	25	25	-0.02
158	202	202	0.05	-0.05	25	25	-0.01
159	202	202	0.05	-0.05	25	25	-0.005
160	202	202	0.02	-0.02	2	2	-0.05
161	202	202	0.02	-0.02	2	2	-0.02
162	202	202	0.02	-0.02	2	2	-0.01
163	202	202	0.02	-0.02	2	2	-0.005
164	202	202	0.02	-0.02	3	3	-0.05
165	202	202	0.02	-0.02	3	3	-0.02
166	202	202	0.02	-0.02	3	3	-0.01
167	202	202	0.02	-0.02	3	3	-0.005
168	202	202	0.02	-0.02	5	5	-0.05
169	202	202	0.02	-0.02	5	5	-0.02
170	202	202	0.02	-0.02	5	5	-0.01
171	202	202	0.02	-0.02	5	5	-0.005
172	202	202	0.02	-0.02	10	10	-0.05
173	202	202	0.02	-0.02	10	10	-0.02
174	202	202	0.02	-0.02	10	10	-0.01
175	202	202	0.02	-0.02	10	10	-0.005
176	202	202	0.02	-0.02	25	25	-0.05
177	202	202	0.02	-0.02	25	25	-0.02
178	202	202	0.02	-0.02	25	25	-0.01
179	202	202	0.02	-0.02	25	25	-0.005
180	202	202	0.01	-0.01	2	2	-0.05
181	202	202	0.01	-0.01	2	2	-0.02
182	202	202	0.01	-0.01	2	2	-0.01
183	202	202	0.01	-0.01	2	2	-0.005
184	202	202	0.01	-0.01	3	3	-0.05
185	202	202	0.01	-0.01	3	3	-0.02
186	202	202	0.01	-0.01	3	3	-0.01
187	202	202	0.01	-0.01	3	3	-0.005
188	202	202	0.01	-0.01	5	5	-0.05
189	202	202	0.01	-0.01	5	5	-0.02
190	202	202	0.01	-0.01	5	5	-0.01
191	202	202	0.01	-0.01	5	5	-0.005
192	202	202	0.01	-0.01	10	10	-0.05
193	202	202	0.01	-0.01	10	10	-0.02
194	202	202	0.01	-0.01	10	10	-0.01
195	202	202	0.01	-0.01	10	10	-0.005
