run_id	STDP-RL:AMPA:RLhebbwt	STDP-RL:AMPA:RLantiwt	STDP-RL:AMPA:RLwindhebb	STDP-RL:AMPA:RLwindanti	sim:targetedNonEM	sim:targetedRLDscntFctr	sim:targetedRLOppFctr	critic:biases:angv	critic:clear_flips	critic:posRewardBias	critic:total_gain	net:deactivateNMDA
67	0.025	-0.025	5	5	0	0.0	0.5	2.0	True	3.0	1.0	True
68	0.025	-0.025	5	5	0	0.0	0.5	2.0	True	3.0	2.0	False
69	0.025	-0.025	5	5	0	0.0	0.5	2.0	True	3.0	2.0	True
70	0.025	-0.025	5	5	0	0.0	0.5	2.0	True	3.0	3.0	False
71	0.025	-0.025	5	5	0	0.0	0.5	2.0	True	3.0	3.0	True
72	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	1.0	1.0	False
73	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	1.0	1.0	True
74	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	1.0	2.0	False
75	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	1.0	2.0	True
76	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	1.0	3.0	False
77	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	1.0	3.0	True
78	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	2.0	1.0	False
79	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	2.0	1.0	True
80	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	2.0	2.0	False
81	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	2.0	2.0	True
82	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	2.0	3.0	False
83	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	2.0	3.0	True
84	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	3.0	1.0	False
85	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	3.0	1.0	True
86	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	3.0	2.0	False
87	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	3.0	2.0	True
88	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	3.0	3.0	False
89	0.025	-0.025	5	5	0	0.0	0.5	3.0	False	3.0	3.0	True
90	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	1.0	1.0	False
91	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	1.0	1.0	True
92	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	1.0	2.0	False
93	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	1.0	2.0	True
94	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	1.0	3.0	False
95	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	1.0	3.0	True
96	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	2.0	1.0	False
97	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	2.0	1.0	True
98	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	2.0	2.0	False
99	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	2.0	2.0	True
100	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	2.0	3.0	False
101	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	2.0	3.0	True
102	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	3.0	1.0	False
103	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	3.0	1.0	True
104	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	3.0	2.0	False
105	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	3.0	2.0	True
106	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	3.0	3.0	False
107	0.025	-0.025	5	5	0	0.0	0.5	3.0	True	3.0	3.0	True
108	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	1.0	1.0	False
109	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	1.0	1.0	True
110	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	1.0	2.0	False
111	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	1.0	2.0	True
112	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	1.0	3.0	False
113	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	1.0	3.0	True
114	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	2.0	1.0	False
115	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	2.0	1.0	True
116	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	2.0	2.0	False
117	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	2.0	2.0	True
118	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	2.0	3.0	False
119	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	2.0	3.0	True
120	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	3.0	1.0	False
121	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	3.0	1.0	True
122	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	3.0	2.0	False
123	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	3.0	2.0	True
124	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	3.0	3.0	False
125	0.025	-0.025	5	5	0	0.0	0.7	1.5	False	3.0	3.0	True
126	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	1.0	1.0	False
127	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	1.0	1.0	True
128	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	1.0	2.0	False
129	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	1.0	2.0	True
130	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	1.0	3.0	False
131	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	1.0	3.0	True
132	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	2.0	1.0	False
133	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	2.0	1.0	True
134	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	2.0	2.0	False
135	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	2.0	2.0	True
136	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	2.0	3.0	False
137	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	2.0	3.0	True
138	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	3.0	1.0	False
139	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	3.0	1.0	True
140	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	3.0	2.0	False
141	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	3.0	2.0	True
142	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	3.0	3.0	False
143	0.025	-0.025	5	5	0	0.0	0.7	1.5	True	3.0	3.0	True
144	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	1.0	1.0	False
145	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	1.0	1.0	True
146	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	1.0	2.0	False
147	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	1.0	2.0	True
148	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	1.0	3.0	False
149	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	1.0	3.0	True
150	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	2.0	1.0	False
151	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	2.0	1.0	True
152	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	2.0	2.0	False
153	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	2.0	2.0	True
154	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	2.0	3.0	False
155	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	2.0	3.0	True
156	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	3.0	1.0	False
157	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	3.0	1.0	True
158	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	3.0	2.0	False
159	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	3.0	2.0	True
160	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	3.0	3.0	False
161	0.025	-0.025	5	5	0	0.0	0.7	2.0	False	3.0	3.0	True
162	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	1.0	1.0	False
163	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	1.0	1.0	True
164	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	1.0	2.0	False
165	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	1.0	2.0	True
166	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	1.0	3.0	False
167	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	1.0	3.0	True
168	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	2.0	1.0	False
169	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	2.0	1.0	True
170	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	2.0	2.0	False
171	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	2.0	2.0	True
172	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	2.0	3.0	False
173	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	2.0	3.0	True
174	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	3.0	1.0	False
175	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	3.0	1.0	True
176	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	3.0	2.0	False
177	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	3.0	2.0	True
178	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	3.0	3.0	False
179	0.025	-0.025	5	5	0	0.0	0.7	2.0	True	3.0	3.0	True
180	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	1.0	1.0	False
181	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	1.0	1.0	True
182	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	1.0	2.0	False
183	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	1.0	2.0	True
184	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	1.0	3.0	False
185	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	1.0	3.0	True
186	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	2.0	1.0	False
187	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	2.0	1.0	True
188	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	2.0	2.0	False
189	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	2.0	2.0	True
190	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	2.0	3.0	False
191	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	2.0	3.0	True
192	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	3.0	1.0	False
193	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	3.0	1.0	True
194	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	3.0	2.0	False
195	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	3.0	2.0	True
196	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	3.0	3.0	False
197	0.025	-0.025	5	5	0	0.0	0.7	3.0	False	3.0	3.0	True
198	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	1.0	1.0	False
199	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	1.0	1.0	True
200	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	1.0	2.0	False
201	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	1.0	2.0	True
202	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	1.0	3.0	False
203	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	1.0	3.0	True
204	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	2.0	1.0	False
205	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	2.0	1.0	True
206	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	2.0	2.0	False
207	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	2.0	2.0	True
208	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	2.0	3.0	False
209	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	2.0	3.0	True
210	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	3.0	1.0	False
211	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	3.0	1.0	True
212	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	3.0	2.0	False
213	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	3.0	2.0	True
214	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	3.0	3.0	False
215	0.025	-0.025	5	5	0	0.0	0.7	3.0	True	3.0	3.0	True
216	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	1.0	False
217	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	1.0	True
218	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	2.0	False
219	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	2.0	True
220	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	3.0	False
221	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	1.0	3.0	True
222	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	1.0	False
223	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	1.0	True
224	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	2.0	False
225	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	2.0	True
226	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	3.0	False
227	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	2.0	3.0	True
228	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	1.0	False
229	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	1.0	True
230	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	2.0	False
231	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	2.0	True
232	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	3.0	False
233	0.025	-0.025	5	5	0	0.0	0.8	1.5	False	3.0	3.0	True
234	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	1.0	False
235	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	1.0	True
236	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	2.0	False
237	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	2.0	True
238	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	3.0	False
239	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	1.0	3.0	True
240	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	1.0	False
241	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	1.0	True
242	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	2.0	False
243	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	2.0	True
244	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	3.0	False
245	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	2.0	3.0	True
246	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	1.0	False
247	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	1.0	True
248	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	2.0	False
249	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	2.0	True
250	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	3.0	False
251	0.025	-0.025	5	5	0	0.0	0.8	1.5	True	3.0	3.0	True
252	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	1.0	1.0	False
253	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	1.0	1.0	True
254	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	1.0	2.0	False
255	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	1.0	2.0	True
256	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	1.0	3.0	False
257	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	1.0	3.0	True
258	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	2.0	1.0	False
259	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	2.0	1.0	True
260	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	2.0	2.0	False
261	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	2.0	2.0	True
262	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	2.0	3.0	False
263	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	2.0	3.0	True
264	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	3.0	1.0	False
265	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	3.0	1.0	True
266	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	3.0	2.0	False
267	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	3.0	2.0	True
268	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	3.0	3.0	False
269	0.025	-0.025	5	5	0	0.0	0.8	2.0	False	3.0	3.0	True
270	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	1.0	1.0	False
271	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	1.0	1.0	True
272	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	1.0	2.0	False
273	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	1.0	2.0	True
274	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	1.0	3.0	False
275	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	1.0	3.0	True
276	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	2.0	1.0	False
277	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	2.0	1.0	True
278	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	2.0	2.0	False
279	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	2.0	2.0	True
280	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	2.0	3.0	False
281	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	2.0	3.0	True
282	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	3.0	1.0	False
283	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	3.0	1.0	True
284	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	3.0	2.0	False
285	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	3.0	2.0	True
286	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	3.0	3.0	False
287	0.025	-0.025	5	5	0	0.0	0.8	2.0	True	3.0	3.0	True
288	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	1.0	1.0	False
289	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	1.0	1.0	True
290	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	1.0	2.0	False
291	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	1.0	2.0	True
292	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	1.0	3.0	False
293	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	1.0	3.0	True
294	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	2.0	1.0	False
295	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	2.0	1.0	True
296	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	2.0	2.0	False
297	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	2.0	2.0	True
298	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	2.0	3.0	False
299	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	2.0	3.0	True
300	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	3.0	1.0	False
301	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	3.0	1.0	True
302	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	3.0	2.0	False
303	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	3.0	2.0	True
304	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	3.0	3.0	False
305	0.025	-0.025	5	5	0	0.0	0.8	3.0	False	3.0	3.0	True
306	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	1.0	1.0	False
307	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	1.0	1.0	True
308	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	1.0	2.0	False
309	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	1.0	2.0	True
310	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	1.0	3.0	False
311	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	1.0	3.0	True
312	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	2.0	1.0	False
313	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	2.0	1.0	True
314	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	2.0	2.0	False
315	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	2.0	2.0	True
316	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	2.0	3.0	False
317	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	2.0	3.0	True
318	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	3.0	1.0	False
319	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	3.0	1.0	True
320	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	3.0	2.0	False
321	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	3.0	2.0	True
322	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	3.0	3.0	False
323	0.025	-0.025	5	5	0	0.0	0.8	3.0	True	3.0	3.0	True
324	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	1.0	1.0	False
325	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	1.0	1.0	True
326	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	1.0	2.0	False
327	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	1.0	2.0	True
328	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	1.0	3.0	False
329	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	1.0	3.0	True
330	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	2.0	1.0	False
331	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	2.0	1.0	True
332	0.025	-0.025	5	5	1	0.5	0.5	1.5	False	2.0	2.0	False
