5	21.200000000000003	21.400000000000002	16.4	26.4	8.417117436040062
5	20.0	20.200000000000003	16.8	23.8	8.425398233749785
5	21.0	22.12	16.8	31.8	8.427566401797083
5	24.5	26.74	17.4	44.0	8.432655358203794
5	23.6	23.779999999999998	17.8	31.4	8.444544770216053
5	22.6	23.66	18.8	30.6	8.463328556523257
5	27.4	25.8	16.2	33.0	8.45546867470967
5	22.0	24.380000000000003	17.6	34.8	8.450488481561838
5	24.9	23.479999999999997	12.6	30.2	8.44744214527743
5	25.6	27.639999999999997	19.4	36.4	8.45282777048887
5	25.9	25.9	16.2	35.6	8.44933353389033
5	27.799999999999997	26.619999999999997	18.0	35.6	8.44724311523421
5	26.799999999999997	27.6	18.0	36.4	8.462065315360991
5	31.700000000000003	31.060000000000002	20.4	38.6	8.467550158706212
5	23.9	25.52	17.4	41.8	8.454922667372909
5	23.200000000000003	24.32	18.4	30.4	8.45736768480874
5	24.4	28.04	15.2	41.8	8.44663078155884
5	33.0	32.7	24.4	42.6	8.456112653796744
5	29.7	29.160000000000004	21.0	38.8	8.460000199012088
5	28.5	30.660000000000004	20.2	56.4	8.464829653555398
5	32.5	31.55999999999999	15.4	52.4	8.454895644109342
5	23.200000000000003	24.66	17.4	36.4	8.450401726606556
5	27.4	29.160000000000004	21.2	44.0	8.446393831902173
5	27.5	25.72	17.8	31.2	8.449052379972377
5	32.5	31.399999999999995	24.2	39.0	8.453549565110766
5	31.9	30.619999999999997	18.6	41.4	8.452410552398355
5	30.6	31.78000000000001	18.8	43.8	8.450938071206812
5	27.9	27.68	18.2	37.6	8.452018410005435
5	32.8	33.4	18.6	52.4	8.459465461306266
5	32.7	34.68	19.6	56.0	8.46669482234428
5	29.2	33.0	25.2	48.0	8.479161578558783
5	35.9	38.61999999999999	22.6	66.6	8.473305927069381
5	38.7	37.6	23.0	49.8	8.462836195894576
5	41.099999999999994	41.32	29.4	56.2	8.467195905724346
5	30.9	35.519999999999996	25.6	63.0	8.46893278264749
5	29.0	28.640000000000004	19.4	40.4	8.46243351889014
5	35.7	35.84	27.4	45.8	8.468786999511789
5	32.6	34.18	23.2	48.4	8.45636783967902
5	34.2	34.14	25.2	42.4	8.454112377059237
5	38.099999999999994	36.279999999999994	26.2	46.4	8.460197337856993
5	45.5	46.02	33.2	59.8	8.446126609188772
5	35.6	37.92	27.8	46.8	8.445166243736812
5	42.900000000000006	42.39999999999999	31.6	56.8	8.443161880368164
5	40.9	38.54	23.0	47.4	8.447938772324749
5	43.9	45.1	24.8	80.0	8.457737759240478
5	35.5	37.22	27.6	56.0	8.464683097954023
5	40.5	41.3	28.8	58.2	8.46616188283064
5	42.4	42.699999999999996	31.6	52.4	8.458456937391183
5	40.400000000000006	39.34	27.0	48.8	8.46127898341645
5	40.2	39.839999999999996	27.8	49.8	8.455441952762945
5	39.0	41.68	33.0	59.0	8.45690524649879
5	46.099999999999994	44.760000000000005	30.4	59.6	8.46987937625592
5	39.3	39.88	31.2	48.4	8.477339394929675
5	47.2	42.74	26.2	60.0	8.47669465253658
5	54.0	53.760000000000005	32.8	77.6	8.479524333575773
5	43.400000000000006	43.839999999999996	25.0	72.4	8.484388549226667
5	37.599999999999994	39.14	27.8	52.2	8.476534349949807
5	37.0	37.89999999999999	24.4	49.4	8.481477260160895
5	40.8	42.64	33.4	59.0	8.483018006368201
5	40.599999999999994	42.459999999999994	33.0	56.2	8.472522548671314
5	42.3	44.26	39.2	50.4	8.467633400455252
5	42.0	41.88	22.8	53.8	8.469270193606095
5	46.3	46.400000000000006	32.6	67.0	8.471796107424646
5	50.1	49.92	37.2	68.4	8.473665537104258
5	40.3	41.04	29.8	48.2	8.48428871409085
