run_id	max_median_s21	max_median_s51	max_median_s101	max_average_s100	freq_EM	freq_EA
4309	55.0	45.0	39.0	48.23	4.55895	4.7345
4661	100.0	89.0	77.0	82.74	4.32005	4.46535
3139	136.0	126.0	80.0	97.18	5.4804	5.0703000000000005
1484	50.0	45.0	39.0	41.24	5.927300000000001	5.1751
2378	53.0	45.0	43.0	51.42	4.4784500000000005	4.7231499999999995
2013	41.0	36.0	33.0	36.91	4.711399999999999	4.87425
4662	101.0	80.0	67.0	81.06	4.8092	4.78765
1195	43.0	34.0	32.0	39.33	5.1785	4.947
760	56.0	46.0	43.0	46.57	5.34305	4.91985
3519	70.0	59.0	53.0	63.81	4.252000000000001	4.30015
3414	48.0	39.0	37.0	43.39	5.0455	4.99225
6910	78.0	51.0	46.0	55.45	6.23785	5.4575000000000005
4030	68.0	59.0	46.0	54.8	4.634	4.66255
765	54.0	50.0	49.0	52.7	4.4383	4.6261
2794	33.0	30.0	26.0	29.36	5.79655	5.5537
6459	70.0	50.0	45.0	57.58	4.299	5.0603
9	26.0	22.0	21.0	27.51	5.28405	4.9342
5162	64.0	54.0	48.0	59.19	4.51085	4.737
5928	117.0	100.0	78.0	85.11	5.64545	5.1706
4541	69.0	57.0	46.0	55.9	5.66235	4.91905
6896	47.0	44.0	42.0	46.18	4.1776	4.62565
4148	31.0	29.0	27.0	33.06	4.0476	4.4338999999999995
1344	27.0	25.0	23.0	26.4	5.5840000000000005	5.1544
21	30.0	29.0	26.0	29.5	5.324450000000001	5.04
7016	27.0	21.0	18.0	23.09	4.9835	5.4631
2430	31.0	23.0	22.0	26.34	5.0104500000000005	4.94445
4723	28.0	25.0	23.0	27.01	4.50375	4.833
6680	62.0	58.0	54.0	60.25	5.5001	5.300050000000001
2088	53.0	51.0	46.0	47.45	4.23425	4.6322
2689	28.0	24.0	22.0	23.04	4.0851999999999995	4.73785
6862	61.0	54.0	44.0	55.14	6.14515	5.3193
5013	31.0	25.0	21.0	26.63	5.32095	4.8729
6632	30.0	26.0	26.0	28.84	4.87355	4.75865
5718	54.0	46.0	41.0	45.64	5.24505	4.9082
4168	42.0	33.0	28.0	34.88	4.57885	4.82425
1459	35.0	27.0	25.0	31.27	6.02805	5.475099999999999
2252	44.0	43.0	40.0	42.89	6.1769	5.3393999999999995
3537	74.0	69.0	60.0	65.4	5.84255	5.2654499999999995
1293	41.0	40.0	35.0	39.06	4.87105	4.953799999999999
2123	29.0	25.0	24.0	28.4	3.51545	4.74845
91	51.0	33.0	31.0	37.39	5.3934	5.04405
6078	58.0	44.0	41.0	46.96	4.84955	4.46395
56	36.0	32.0	29.0	35.13	4.8635	4.65395
3792	50.0	44.0	41.0	44.64	5.46265	5.04625
4	28.0	23.0	21.0	24.45	4.9079500000000005	4.8679499999999996
2304	27.0	23.0	20.0	23.42	4.9195	5.1396500000000005
4483	86.0	62.0	58.0	68.5	4.61965	4.55065
357	70.0	64.0	61.0	65.91	5.61465	5.0455
6003	81.0	55.0	49.0	66.87	5.12285	5.1915
3942	34.0	29.0	27.0	29.11	5.1867	5.07265
