post-median,post-mean,post-min,post-max,pre-median,pre-mean,pre-min,pre-max,mean-best_weights
450.4,425.62,347.7,464.5,500.0,500.0,500.0,500.0,7.891855289659227
442.0,444.9,424.7,464.2,500.0,467.0,385.0,500.0,7.902102230164863
412.3,421.94000000000005,389.9,495.9,500.0,424.2,287.0,500.0,7.919339376586645
464.9,444.55999999999995,388.4,488.4,500.0,482.6,413.0,500.0,7.932466292882507
367.9,381.82,303.8,476.3,500.0,458.8,386.0,500.0,7.944788856364149
435.6,430.03999999999996,374.0,478.5,346.0,362.0,201.0,500.0,8.005577132787415
453.6,452.08000000000004,434.2,470.2,500.0,455.2,302.0,500.0,7.984983840492649
440.9,431.41999999999996,371.4,477.4,500.0,485.0,425.0,500.0,7.953350981215379
443.7,437.66,377.2,478.1,500.0,426.8,213.0,500.0,7.961230407320948
450.4,432.21999999999997,349.0,481.9,500.0,476.0,380.0,500.0,7.980686283417711
442.8,438.12,400.5,468.9,500.0,469.4,347.0,500.0,7.977376495017223
413.7,409.12,358.6,442.8,409.0,383.6,228.0,500.0,7.957037824887478
374.2,360.24,307.1,406.6,500.0,478.8,434.0,500.0,7.94706027827512
321.3,346.04,276.7,469.0,365.0,357.0,238.0,500.0,7.9559043972626
404.0,375.64,303.0,434.7,446.0,396.6,220.0,500.0,7.945117100768766
373.6,366.73999999999995,300.1,451.0,427.0,355.8,119.0,500.0,7.9691909167117885
429.4,426.35999999999996,371.7,474.2,315.0,364.0,267.0,500.0,7.978362044332772
444.9,441.0999999999999,404.9,468.2,477.0,431.8,338.0,500.0,7.966672126020319
421.2,430.28000000000003,390.0,486.5,500.0,444.0,327.0,500.0,7.979917900200043
388.9,384.97999999999996,290.5,500.0,266.0,318.6,140.0,500.0,7.9573523966369715
439.9,441.14,419.1,473.6,500.0,432.8,245.0,500.0,7.94036743598768
431.5,402.43999999999994,297.6,486.7,500.0,446.6,302.0,500.0,7.950057898703985
330.2,341.54,275.7,416.4,434.0,400.4,194.0,500.0,7.906059238034863
403.9,394.73999999999995,321.0,435.3,357.0,361.4,212.0,500.0,7.935570080028933
408.7,410.84,337.2,469.8,500.0,440.6,341.0,500.0,7.959958696914981
434.1,419.86,331.0,499.0,500.0,413.0,65.0,500.0,7.986494156285312
377.8,372.70000000000005,334.7,403.6,403.0,379.0,202.0,500.0,7.987727664753994
418.4,383.14,294.6,445.0,428.0,434.6,325.0,500.0,7.977463743002852
386.7,361.98,265.9,402.7,420.0,402.4,208.0,500.0,7.985247009335637
428.4,420.96000000000004,375.8,475.2,500.0,410.0,178.0,500.0,7.991765137257128
383.5,399.16,365.7,467.8,411.0,419.6,332.0,500.0,8.029354058937034
411.3,400.88,342.6,448.3,500.0,447.0,260.0,500.0,8.054832734518191
388.0,396.84,345.8,455.1,500.0,500.0,500.0,500.0,8.01977356520001
448.0,444.68,363.8,492.8,500.0,445.6,355.0,500.0,8.052942258945082
428.8,421.12,399.5,447.6,500.0,469.2,346.0,500.0,8.087855276991371
372.4,378.36,241.4,499.9,411.0,408.0,228.0,500.0,8.093629668027436
407.8,405.49999999999994,382.4,431.4,500.0,490.6,453.0,500.0,8.114423975777635
430.5,424.73999999999995,384.2,469.0,500.0,450.2,330.0,500.0,8.069021545570282
363.7,376.34,308.1,440.0,500.0,402.2,198.0,500.0,8.084613142093504
410.4,408.64,381.8,443.1,500.0,369.6,72.0,500.0,8.091052134677174
435.5,409.91999999999996,349.0,461.6,500.0,365.8,34.0,500.0,8.06604996777565
453.0,441.5,348.0,483.9,495.0,367.6,158.0,500.0,8.099546491046993
403.2,379.05999999999995,286.2,431.6,500.0,407.2,223.0,500.0,8.127662733441017
332.8,358.5,233.9,449.3,253.0,295.4,43.0,494.0,8.141959392794222
441.8,438.8,382.3,499.5,500.0,500.0,500.0,500.0,8.113808553231115
376.7,393.96000000000004,300.2,477.5,336.0,373.2,260.0,500.0,8.11751003759439
367.4,394.53999999999996,328.9,481.5,500.0,466.8,344.0,500.0,8.102870246531408
437.9,421.9,365.2,467.0,418.0,435.6,371.0,500.0,8.084907993478492
435.0,436.21999999999997,387.3,480.1,500.0,435.2,176.0,500.0,8.083032302576584
384.6,402.96000000000004,345.2,465.0,500.0,495.6,478.0,500.0,8.10002696044753
415.1,399.41999999999996,315.8,463.1,500.0,439.8,199.0,500.0,8.098540394063233
343.6,335.72,248.9,419.3,500.0,409.4,224.0,500.0,8.124458400033964
426.4,411.53999999999996,336.4,448.0,500.0,440.4,202.0,500.0,8.137836746545773
395.7,403.02000000000004,349.2,474.7,500.0,450.0,302.0,500.0,8.112481585196907
382.9,379.78,313.8,440.6,362.0,332.8,146.0,500.0,8.145612049384615
375.8,380.96000000000004,360.6,415.3,500.0,486.6,459.0,500.0,8.15554780359158
422.0,416.0799999999999,335.5,469.8,434.0,362.6,81.0,500.0,8.153720985188045
435.6,421.86,368.5,467.7,465.0,437.8,354.0,500.0,8.15869780068074
453.4,413.53999999999996,261.8,478.1,391.0,372.2,195.0,500.0,8.223344996100707
404.2,405.38,374.1,437.9,457.0,419.0,275.0,500.0,8.221721005214874
398.5,376.5,316.3,414.6,223.0,301.4,159.0,500.0,8.173696264892774
375.5,390.78000000000003,359.1,469.0,500.0,485.0,425.0,500.0,8.174947440570723
363.9,359.03999999999996,248.6,434.5,382.0,329.8,125.0,500.0,8.154161520987229
388.7,396.52000000000004,362.1,422.6,500.0,412.6,154.0,500.0,8.13438721591117
391.2,385.62,347.7,415.9,220.0,306.4,167.0,500.0,8.133842636304333
383.4,358.78000000000003,259.5,424.4,315.0,310.8,172.0,500.0,8.17276297524981
358.3,323.64,212.4,376.3,411.0,374.4,204.0,500.0,8.220882774891106
404.1,396.04,347.5,425.9,500.0,446.2,364.0,500.0,8.241882015610383
355.2,342.64,262.4,374.9,404.0,373.4,199.0,500.0,8.295358719874502
386.1,370.65999999999997,225.3,468.5,352.0,304.8,76.0,500.0,8.328667710185867
315.0,334.62,263.4,451.1,500.0,403.2,235.0,500.0,8.32162932362833
340.0,356.65999999999997,328.8,394.0,254.0,258.8,120.0,500.0,8.323273899655886
395.5,337.32,153.4,414.2,273.0,227.0,100.0,304.0,8.289901696798138
315.4,309.23999999999995,260.3,359.6,249.0,252.2,129.0,395.0,8.33597352545303
265.4,277.8,224.6,368.4,188.0,293.4,122.0,500.0,8.333536021098594
355.0,339.76,265.1,404.0,244.0,305.2,131.0,500.0,8.348700935330012
391.5,370.69999999999993,298.2,451.3,243.0,302.8,209.0,500.0,8.360813200324833
361.4,349.42,308.5,393.2,365.0,378.6,263.0,500.0,8.339306532459641
340.9,337.91999999999996,253.1,386.6,168.0,233.0,108.0,500.0,8.327486073818958
332.7,336.78,279.9,403.5,317.0,314.6,188.0,500.0,8.240197583097624
385.0,361.76,291.2,409.0,487.0,383.6,172.0,500.0,8.240312009596256
386.0,355.4599999999999,242.6,406.4,500.0,332.2,78.0,500.0,8.286443073131844
381.2,360.98,291.4,397.4,303.0,337.8,179.0,500.0,8.245387736179076
364.4,322.1,228.9,380.1,230.0,232.4,42.0,500.0,8.222180252946524
372.7,372.6,292.0,443.7,500.0,373.8,127.0,500.0,8.239024183646993
339.2,336.91999999999996,254.1,400.6,313.0,349.2,204.0,500.0,8.260079062607437
360.7,360.5,289.3,416.5,500.0,470.6,391.0,500.0,8.287495466390709
344.1,325.84000000000003,184.8,406.5,396.0,408.8,311.0,500.0,8.242952784760142
350.0,340.58000000000004,304.5,363.2,343.0,336.8,124.0,500.0,8.25705305392105
336.6,340.86,239.7,401.7,228.0,242.4,89.0,500.0,8.265208909615058
359.4,352.4,310.9,402.4,398.0,389.0,211.0,500.0,8.27147068866348
371.7,358.86,314.8,410.3,161.0,199.4,118.0,367.0,8.300686695206503
317.6,308.88,231.7,401.3,473.0,358.2,139.0,500.0,8.314620012074327
319.4,345.43999999999994,313.9,437.1,304.0,351.4,289.0,500.0,8.320975438157488
381.4,381.84000000000003,340.4,422.8,500.0,438.4,268.0,500.0,8.355943029227845
355.8,330.74,234.0,378.6,500.0,453.6,333.0,500.0,8.352637811477274
361.6,339.68,283.4,382.1,178.0,249.8,141.0,408.0,8.35998454679611
360.7,357.68,293.2,449.7,394.0,372.8,141.0,487.0,8.332620116958608
382.8,386.41999999999996,348.9,423.3,293.0,276.2,42.0,500.0,8.288405918898913
386.2,361.82,280.0,442.3,500.0,497.2,486.0,500.0,8.318399663980422
340.5,338.4,255.1,450.5,362.0,331.8,94.0,500.0,8.36449248986763
349.5,354.36,263.3,442.7,330.0,305.2,169.0,500.0,8.344200306002987
322.9,304.2,264.7,341.0,223.0,264.2,112.0,493.0,8.325785064074651
360.5,356.68,287.5,413.0,231.0,313.2,114.0,500.0,8.326502784793039
359.3,372.86,316.6,443.3,426.0,361.6,159.0,500.0,8.341895293419386
317.0,335.98,265.1,422.1,291.0,289.6,135.0,411.0,8.367036073898328
320.1,317.84,237.0,372.4,325.0,329.8,44.0,500.0,8.352319476695953
367.2,358.34000000000003,300.6,409.6,476.0,417.4,258.0,500.0,8.371904829496733
348.9,360.24,308.7,405.8,439.0,434.6,351.0,500.0,8.368730309083894
353.4,337.36,264.1,386.1,463.0,417.8,184.0,500.0,8.407945591118464
272.6,303.08000000000004,264.6,367.9,242.0,294.4,194.0,500.0,8.38744826725447
357.5,347.4,282.7,384.0,500.0,431.0,293.0,500.0,8.387308740127738
304.0,316.36,222.3,406.0,383.0,355.8,196.0,440.0,8.405619669362
269.8,278.82,202.2,350.4,234.0,255.4,101.0,453.0,8.414007878843465
351.0,344.1,263.5,391.4,351.0,366.2,273.0,500.0,8.43465672415633
318.8,325.78000000000003,289.9,372.5,192.0,282.0,187.0,500.0,8.432770862337739
320.1,314.84000000000003,277.9,358.0,266.0,234.2,129.0,329.0,8.418479047861677
284.9,310.12,238.0,374.3,358.0,387.0,292.0,500.0,8.406778315349172
282.7,304.78000000000003,249.0,372.9,262.0,263.4,152.0,419.0,8.40724017733337
254.5,300.14,199.8,405.6,157.0,152.6,50.0,250.0,8.334229304687067
289.9,294.21999999999997,166.6,460.2,219.0,219.2,171.0,246.0,8.291793137075548
328.9,333.0,267.5,399.1,500.0,392.8,189.0,500.0,8.318706726091051
377.4,339.53999999999996,258.6,399.2,356.0,364.8,245.0,498.0,8.32276283326673
331.2,294.22,181.9,392.0,314.0,290.8,64.0,500.0,8.308887829040149
369.8,365.43999999999994,326.3,410.9,249.0,325.4,156.0,500.0,8.296649893944533
347.0,339.64,241.6,403.7,500.0,394.0,207.0,500.0,8.272994653425016
252.7,271.76,209.6,380.9,214.0,244.2,174.0,398.0,8.278726511459558
316.5,320.68,246.1,385.9,445.0,378.4,214.0,500.0,8.255258858160877
385.6,373.19999999999993,332.9,412.8,500.0,468.4,342.0,500.0,8.335464131492227
359.3,340.67999999999995,288.7,361.4,333.0,387.4,289.0,500.0,8.35506313632993
323.3,333.32,282.7,394.4,219.0,276.2,131.0,500.0,8.331637947849831
323.8,335.06,306.5,365.8,399.0,393.0,277.0,500.0,8.341001155946469
335.6,342.97999999999996,302.2,402.3,367.0,323.4,50.0,500.0,8.319201246059034
351.5,367.71999999999997,341.6,426.7,500.0,500.0,500.0,500.0,8.363115816717652
296.9,309.18,282.4,375.6,500.0,437.6,188.0,500.0,8.383816382135812
302.2,306.6,227.6,387.4,500.0,418.8,284.0,500.0,8.37214773947365
320.2,323.1,295.1,372.6,500.0,378.2,158.0,500.0,8.32764555970599
333.3,356.50000000000006,250.8,457.1,399.0,380.4,167.0,500.0,8.32850823711065
414.9,379.1,246.4,460.5,500.0,376.0,155.0,500.0,8.297324390519135
392.1,388.93999999999994,323.5,454.5,500.0,473.4,367.0,500.0,8.313597035345339
377.4,380.06000000000006,322.8,441.8,500.0,497.0,485.0,500.0,8.366629868822743
405.5,379.32,277.4,438.2,196.0,253.4,151.0,404.0,8.353740935929785
425.4,416.1,356.3,464.0,233.0,314.0,143.0,500.0,8.33958383271693
360.9,373.19999999999993,303.7,454.3,339.0,384.0,280.0,500.0,8.350494802240384
447.1,441.93999999999994,393.5,489.2,472.0,468.0,405.0,500.0,8.321879794170517
422.2,416.96000000000004,346.1,463.0,500.0,479.6,426.0,500.0,8.318521275263127
417.3,413.86,367.8,471.2,500.0,471.8,359.0,500.0,8.312517818669908
316.3,344.58000000000004,229.2,443.4,225.0,286.2,58.0,500.0,8.289661544624693
417.6,404.54,361.8,459.1,236.0,284.0,128.0,500.0,8.293076049113271
423.3,399.14000000000004,314.1,428.5,470.0,377.6,149.0,500.0,8.288865402088295
379.0,385.38,349.0,419.5,498.0,435.0,209.0,500.0,8.26545563376103
358.8,358.64,242.9,457.9,500.0,461.8,390.0,500.0,8.273598674131003
389.6,388.06,285.3,439.9,500.0,417.8,90.0,500.0,8.328442942611513
373.7,383.32,318.3,442.6,500.0,455.6,278.0,500.0,8.325447503027176
388.0,351.78000000000003,216.4,407.1,273.0,299.0,172.0,476.0,8.277010561437171
377.2,360.7,274.2,427.4,320.0,367.0,240.0,500.0,8.269024442037674
359.4,351.67999999999995,267.9,417.8,245.0,297.4,191.0,500.0,8.279972625499376
321.0,325.1,280.4,385.3,342.0,336.4,189.0,500.0,8.296534622453564
362.9,343.44,288.2,381.4,273.0,302.6,193.0,500.0,8.259967766741129
362.9,333.94,201.7,420.5,307.0,334.0,177.0,500.0,8.265633232367529
277.3,301.74,254.6,403.0,288.0,316.6,220.0,500.0,8.278634827989414
347.5,347.53999999999996,187.2,474.2,500.0,385.8,175.0,500.0,8.243014370540758
322.1,342.58,280.3,458.8,348.0,331.2,88.0,500.0,8.22537125308373
371.1,373.64000000000004,335.6,408.9,327.0,356.6,182.0,500.0,8.237852373168469
334.6,324.71999999999997,268.8,389.7,324.0,313.4,249.0,353.0,8.261052801415804
341.6,347.78,274.7,423.6,471.0,362.0,70.0,500.0,8.220670439739711
317.9,332.67999999999995,273.4,401.3,299.0,351.6,184.0,500.0,8.192719883688486
357.8,341.15999999999997,259.5,450.7,290.0,288.6,92.0,500.0,8.17379444714145
364.1,374.18,335.1,434.7,290.0,323.0,200.0,500.0,8.1965389406745
417.9,395.6,325.6,457.0,278.0,335.4,166.0,500.0,8.186643251507299
375.6,328.08000000000004,217.7,411.1,496.0,411.4,212.0,500.0,8.204170504742534
270.4,295.53999999999996,256.7,383.1,322.0,342.6,182.0,500.0,8.228917892964644
320.2,314.5,279.9,336.9,185.0,245.4,114.0,500.0,8.251770323692332
327.6,330.82,291.9,371.9,297.0,310.4,190.0,500.0,8.224469641787577
298.3,309.34000000000003,297.0,349.4,238.0,263.8,99.0,500.0,8.26587940496065
229.5,242.88000000000002,184.6,308.6,253.0,238.8,171.0,293.0,8.27971963104716
324.3,278.3,163.7,366.1,215.0,282.8,63.0,500.0,8.296076557416866
315.6,308.09999999999997,270.8,349.2,341.0,327.0,199.0,458.0,8.293788608761146
343.2,345.66,274.8,438.1,430.0,378.4,231.0,500.0,8.281603339228184
267.1,293.9,218.8,457.7,178.0,229.0,132.0,500.0,8.28321441852306
379.2,357.0,286.7,419.1,202.0,262.0,141.0,500.0,8.236144090391159
315.8,310.82,243.0,391.9,362.0,390.0,254.0,500.0,8.272293324234628
339.1,346.86,297.0,395.8,362.0,377.4,268.0,500.0,8.306001623415566
290.8,315.34,286.6,415.0,289.0,362.0,245.0,500.0,8.300458787956991
255.7,256.38,188.4,317.9,305.0,283.0,96.0,425.0,8.301464927762117
367.7,360.28000000000003,314.3,408.5,400.0,392.0,312.0,500.0,8.33714442913548
296.6,308.18,286.5,358.7,190.0,234.2,133.0,500.0,8.361660529315872
298.2,280.56000000000006,228.0,320.2,300.0,338.0,126.0,500.0,8.299852996928895
305.5,300.96000000000004,251.6,347.6,184.0,201.0,157.0,296.0,8.301054192718572
286.4,295.76,213.2,376.0,211.0,232.4,90.0,404.0,8.227537375498473
384.0,367.04,304.2,399.1,401.0,400.6,327.0,500.0,8.202238804946774
327.4,315.91999999999996,224.5,372.6,283.0,342.8,209.0,500.0,8.204880176225997
373.4,343.82000000000005,282.8,388.2,342.0,330.8,141.0,500.0,8.188358547021483
310.4,296.71999999999997,215.1,371.4,107.0,179.2,53.0,500.0,8.206050638246792
354.8,332.38,272.0,393.2,321.0,284.8,61.0,407.0,8.164076342108306
333.2,341.78,265.8,410.2,304.0,358.8,197.0,500.0,8.180729135574042
358.7,359.40000000000003,271.5,440.9,365.0,366.2,220.0,500.0,8.158327283963079
320.4,307.5400000000001,249.7,335.6,388.0,380.6,208.0,500.0,8.162000628543343
360.3,357.21999999999997,338.7,370.8,213.0,315.2,164.0,500.0,8.164650943587358
381.4,313.36,168.5,416.1,204.0,201.0,83.0,287.0,8.18579072223951
326.2,316.3,214.6,389.4,274.0,262.4,177.0,330.0,8.192780416391308
325.3,318.24000000000007,200.6,438.3,347.0,305.2,81.0,500.0,8.229916337992895
331.7,319.65999999999997,262.9,364.6,481.0,389.8,212.0,500.0,8.135504768003958
288.0,299.06000000000006,265.1,366.6,361.0,374.4,245.0,493.0,8.166917783311524
357.4,323.6,211.7,388.7,450.0,416.8,192.0,500.0,8.170036350074454
284.9,295.88,202.8,424.2,225.0,235.0,201.0,275.0,8.10686093304235
339.9,333.02,276.4,394.5,226.0,305.0,181.0,500.0,8.09442831962465
301.6,281.3,171.7,351.3,220.0,257.8,87.0,458.0,8.121418139424854
270.0,284.0,255.3,330.7,204.0,205.2,152.0,288.0,8.14388345922902
241.0,257.66,177.8,373.6,193.0,223.0,106.0,475.0,8.153958197638321
335.5,342.6,295.7,383.4,273.0,255.0,100.0,372.0,8.145076196168931
318.4,288.97999999999996,194.6,360.5,386.0,374.0,220.0,496.0,8.155457911783088
299.0,277.28,219.7,302.9,246.0,221.4,131.0,320.0,8.180003150876916
300.8,301.12,280.8,321.2,158.0,179.8,122.0,267.0,8.16635452959136
283.5,302.16,254.6,385.7,134.0,209.2,118.0,360.0,8.122108673646789
303.4,324.9,277.7,380.9,311.0,313.6,185.0,500.0,8.120716413552815
361.9,363.88,332.7,399.9,149.0,209.2,70.0,401.0,8.112985182096637
277.2,299.1,237.0,388.8,273.0,275.6,115.0,500.0,8.126571581291154
284.9,284.48,211.5,358.2,227.0,284.0,119.0,476.0,8.081556904267492
282.8,267.74000000000007,218.3,295.8,190.0,290.6,97.0,500.0,8.116319262818134
331.6,311.88,229.3,345.9,275.0,260.8,127.0,364.0,8.113344268867229
233.7,234.02000000000004,158.9,278.2,356.0,290.0,83.0,500.0,8.096460229163661
289.5,285.43999999999994,260.1,309.0,195.0,272.8,127.0,440.0,8.099971131705727
302.8,302.86,229.6,358.8,181.0,247.8,66.0,500.0,8.143670234403409
319.3,297.52,225.4,327.9,144.0,215.6,100.0,500.0,8.082215506554007
177.9,186.8,149.5,263.3,101.0,125.8,83.0,236.0,8.084863662769658
178.4,213.06,147.8,319.3,144.0,251.4,103.0,500.0,8.11450240059103
261.0,256.84000000000003,169.9,338.7,248.0,253.4,67.0,500.0,8.066528960361422
188.4,219.4,180.5,275.8,204.0,265.4,101.0,485.0,8.061189345837734
245.9,249.58,192.3,321.9,238.0,239.4,76.0,401.0,8.093475551440763
260.7,261.8,181.7,322.6,125.0,177.2,27.0,477.0,8.109231606343762
285.3,280.28,237.0,317.3,173.0,183.2,131.0,240.0,8.13014151273046
289.5,302.5,264.4,355.4,128.0,177.4,94.0,377.0,8.149536991328784
304.7,292.12,240.7,342.2,295.0,293.6,65.0,500.0,8.222573482239508
261.4,247.63999999999996,130.5,330.0,167.0,202.8,49.0,421.0,8.196965163544645
264.8,269.26,163.5,376.4,195.0,231.2,93.0,500.0,8.21384461056856
308.9,318.68,258.3,409.3,355.0,278.6,78.0,440.0,8.217394495389819
336.4,299.52,146.6,358.6,317.0,328.6,217.0,468.0,8.165317765995582
307.6,317.22,242.3,378.4,416.0,327.0,135.0,500.0,8.179188648909964
294.8,295.22,246.2,329.2,268.0,245.8,79.0,359.0,8.125402965352242
327.4,325.68,299.6,355.4,450.0,347.0,108.0,500.0,8.183020938998565
316.3,319.52,267.0,381.0,335.0,305.0,117.0,424.0,8.204978489178906
318.1,316.16,219.9,399.6,343.0,262.4,78.0,410.0,8.210908323036413
294.2,284.64000000000004,235.9,324.2,306.0,290.6,77.0,500.0,8.264885652400379
267.8,279.47999999999996,250.6,334.7,188.0,233.8,106.0,500.0,8.185377391255644
315.7,306.9800000000001,256.1,326.2,326.0,306.6,87.0,472.0,8.165221825778927
256.6,269.14,229.1,315.7,143.0,169.4,82.0,360.0,8.136063706388773
340.2,288.88,168.3,364.0,475.0,335.2,89.0,500.0,8.126988714863376
313.4,325.28000000000003,285.0,400.4,281.0,341.2,241.0,500.0,8.133886050688403
300.7,289.82000000000005,211.4,354.1,201.0,265.2,152.0,500.0,8.114433404457811
279.4,282.98,230.5,374.0,219.0,240.0,54.0,499.0,8.071061555143276
299.8,304.18,228.2,412.2,141.0,211.4,57.0,378.0,8.058335225337652
341.8,309.71999999999997,183.6,366.0,319.0,292.4,166.0,412.0,8.079398352743205
307.2,296.65999999999997,226.9,338.2,482.0,446.8,312.0,500.0,8.024189283119053
288.0,314.3,271.9,381.3,271.0,321.8,240.0,474.0,7.990910022324414
334.3,334.22,276.1,406.3,335.0,308.2,149.0,411.0,7.972446314615611
318.2,322.56,223.8,408.5,271.0,277.8,96.0,500.0,7.969432914973376
284.5,294.65999999999997,238.6,361.0,195.0,265.4,72.0,500.0,7.944662016630458
300.2,294.1,210.9,331.2,168.0,274.0,123.0,500.0,7.912263731555457
315.8,304.78000000000003,180.5,404.5,199.0,230.8,125.0,500.0,7.926757733346996
311.9,293.48,241.1,339.5,278.0,300.6,147.0,500.0,7.900846429478992
316.3,326.86,272.2,405.7,291.0,320.2,134.0,500.0,7.873004881348227
315.3,318.8,269.5,354.6,220.0,294.0,70.0,500.0,7.91571653433908
279.9,288.52,205.4,372.7,332.0,315.0,72.0,500.0,7.896942001692165
241.2,247.61999999999998,175.2,303.8,283.0,271.4,101.0,400.0,7.922486074950561
221.1,221.28000000000003,171.1,272.8,310.0,304.4,54.0,500.0,7.929283480071733
297.7,288.1,227.1,327.7,254.0,279.4,127.0,500.0,7.952832164517676
272.1,274.93999999999994,239.4,348.5,201.0,191.0,86.0,286.0,7.980705905842005
266.0,245.35999999999999,178.9,276.6,262.0,290.2,108.0,500.0,8.025176647245631
258.3,266.58000000000004,205.0,317.2,183.0,178.6,87.0,224.0,8.032361798834886
208.9,240.56,174.9,311.8,227.0,203.2,140.0,259.0,8.01786422293712
273.1,251.61999999999998,177.9,308.9,135.0,189.8,78.0,367.0,8.00917725354217
251.6,270.98,235.5,322.5,207.0,189.6,89.0,251.0,7.985240956142352
251.9,251.2,183.8,330.4,127.0,199.6,76.0,474.0,7.968389038779979
336.0,327.9,301.3,338.6,401.0,324.0,66.0,500.0,8.033970238134081
261.2,275.82,218.8,326.2,259.0,196.6,53.0,279.0,8.043198890188325
241.7,255.95999999999998,197.4,341.6,241.0,234.8,144.0,307.0,8.01749064516176
239.7,273.06000000000006,228.5,403.3,163.0,164.0,100.0,285.0,8.051775555716532
307.6,289.91999999999996,242.6,313.4,500.0,441.2,333.0,500.0,8.034936827143099
326.4,325.6,282.5,371.2,310.0,298.6,211.0,437.0,8.031137214345957
284.4,288.34,277.8,308.9,309.0,320.0,205.0,411.0,7.961026410868397
313.2,281.5,141.9,377.0,160.0,212.0,120.0,335.0,7.968343022859986
353.4,338.68,286.9,373.6,350.0,299.6,103.0,419.0,7.935953228213837
242.0,269.48,229.8,336.9,245.0,282.4,90.0,469.0,7.943799968093478
273.4,267.6,181.5,377.6,234.0,245.4,130.0,444.0,7.992067392274506
270.8,260.65999999999997,204.1,294.0,246.0,254.6,212.0,329.0,8.057795604663314
285.0,290.1,235.0,338.1,326.0,326.0,90.0,500.0,8.006525546048458
310.8,319.0,284.2,379.0,386.0,351.4,153.0,492.0,7.982029566122052
234.2,243.9,210.6,276.6,265.0,236.4,58.0,345.0,7.979329387915528
287.6,266.6,205.6,317.8,230.0,243.4,35.0,500.0,7.94013432152719
216.0,232.11999999999998,199.2,283.3,177.0,219.8,92.0,483.0,7.943734627867478
282.1,278.28000000000003,188.4,364.3,266.0,282.2,97.0,500.0,7.940585039835043
228.0,229.86000000000004,171.8,282.0,220.0,189.0,66.0,297.0,7.950559220140929
272.1,251.82000000000002,118.6,328.4,187.0,223.6,117.0,345.0,7.911634050509232
253.6,254.5,170.0,314.7,164.0,155.2,54.0,237.0,7.895265614602345
305.1,308.43999999999994,259.7,378.1,179.0,226.4,75.0,500.0,7.89640946712527
312.7,291.28,184.8,367.3,280.0,251.6,93.0,446.0,7.897358358558656
297.1,288.58000000000004,250.6,306.3,250.0,263.6,99.0,455.0,7.906661637648293
313.8,319.96,266.3,372.9,322.0,324.0,190.0,445.0,7.8956934936801835
331.0,322.91999999999996,264.4,352.5,500.0,383.2,132.0,500.0,7.895445914815603
332.5,339.38,271.7,418.5,196.0,204.8,135.0,335.0,7.895204629258959
242.3,266.78000000000003,220.9,315.1,152.0,234.6,140.0,403.0,7.905850311067758
298.8,289.76,237.4,341.4,282.0,300.0,121.0,500.0,7.906944513640542
302.4,306.48,296.3,330.2,371.0,343.4,147.0,500.0,7.895510969568885
321.5,313.1,268.5,354.2,139.0,202.8,115.0,335.0,7.889647843974043
279.9,262.22,136.2,321.1,264.0,258.6,45.0,452.0,7.902356234301213
282.4,257.64,164.5,340.5,320.0,306.2,210.0,402.0,7.892446348637343
275.0,264.26,222.3,282.8,350.0,325.0,137.0,500.0,7.868965606515245
242.1,255.57999999999998,172.4,367.5,108.0,167.6,41.0,439.0,7.842845189661764
278.9,267.93999999999994,215.1,307.7,295.0,301.6,198.0,488.0,7.861213873649532
238.3,233.74,197.1,280.0,171.0,171.0,64.0,273.0,7.840705377768528
282.6,270.64000000000004,228.4,295.4,313.0,295.0,92.0,431.0,7.885649011814207
271.0,285.15999999999997,231.6,398.3,347.0,309.6,97.0,500.0,7.871145441805536
249.1,254.1,158.7,348.9,214.0,242.4,62.0,491.0,7.8433348155342655
210.2,202.0,149.7,229.0,225.0,249.0,100.0,396.0,7.832643298819835
190.0,216.24,177.4,274.5,192.0,183.0,51.0,307.0,7.818859814578568
248.5,271.08,238.5,337.3,376.0,335.2,174.0,390.0,7.806212771849906
281.3,277.02000000000004,223.0,363.9,201.0,203.0,125.0,260.0,7.790751875487117
241.9,246.71999999999997,217.7,302.3,281.0,257.6,162.0,306.0,7.765601937104756
250.1,260.46000000000004,214.8,341.2,265.0,238.0,81.0,382.0,7.740623526201864
317.4,305.86,236.0,360.6,327.0,301.8,106.0,500.0,7.716113237725141
300.8,310.03999999999996,273.1,348.9,231.0,266.4,140.0,500.0,7.695034615157311
326.3,329.71999999999997,222.4,435.3,432.0,394.2,262.0,500.0,7.677917597521872
306.6,304.18,248.2,378.0,293.0,325.4,242.0,500.0,7.6680377347628985
274.4,286.71999999999997,209.8,358.1,205.0,247.0,96.0,500.0,7.672065654592502
276.4,265.71999999999997,215.7,318.2,301.0,242.0,56.0,372.0,7.675188279574216
279.2,267.88,209.2,338.6,303.0,310.8,197.0,397.0,7.696678508398358
231.8,245.06,189.9,333.2,195.0,275.8,136.0,500.0,7.688129642652089
248.7,256.72,227.8,318.0,155.0,234.6,56.0,500.0,7.654989106825476
264.2,236.28000000000003,103.6,368.2,180.0,198.0,134.0,328.0,7.665175289127353
303.4,283.46000000000004,222.7,339.8,232.0,223.6,31.0,400.0,7.637702357177212
278.7,272.96,146.7,387.9,188.0,171.6,84.0,235.0,7.666364535642701
356.0,303.66,119.4,405.6,361.0,344.0,64.0,500.0,7.624747644404896
359.0,389.18,344.4,466.1,454.0,340.6,67.0,500.0,7.6476129082892825
349.1,328.56,238.0,409.8,311.0,310.6,87.0,500.0,7.694884426240484
