post-median,post-mean,post-min,post-max,pre-median,pre-mean,pre-min,pre-max,mean-best_weights
135.2,138.54000000000002,104.1,161.6,120.0,164.4,92.0,301.0,8.417331998011962
105.8,113.83999999999999,83.0,166.1,114.0,139.8,96.0,199.0,8.430530076415522
135.0,137.95999999999998,95.6,184.6,110.0,123.2,65.0,210.0,8.418222014315159
114.6,121.9,93.1,151.3,85.0,84.4,34.0,152.0,8.427959386056747
120.9,123.94000000000001,91.1,146.0,133.0,141.2,114.0,179.0,8.437110780315722
112.9,125.51999999999998,102.2,164.7,86.0,100.8,57.0,189.0,8.423214737905703
148.5,143.85999999999999,107.5,163.6,107.0,121.2,48.0,277.0,8.41947631981403
137.6,137.24,88.4,169.5,84.0,90.8,47.0,178.0,8.431217593930588
127.5,129.02,100.6,156.7,189.0,210.6,100.0,439.0,8.413238858623597
95.3,105.24000000000001,84.4,162.9,95.0,103.6,62.0,152.0,8.421533376904708
162.2,157.92000000000002,105.6,197.1,131.0,131.8,73.0,200.0,8.410274903371606
145.2,140.02,123.6,156.4,100.0,92.6,48.0,119.0,8.402119172119901
182.2,174.32,126.6,225.9,141.0,152.2,119.0,184.0,8.400114194078606
143.4,154.48,138.2,189.7,131.0,148.2,54.0,247.0,8.403574991037694
192.6,182.68,151.9,213.3,80.0,159.4,76.0,404.0,8.390982555167822
140.0,151.66,109.4,213.6,166.0,161.2,76.0,232.0,8.384925631409262
128.8,150.82,108.7,227.0,204.0,193.8,105.0,246.0,8.358946383023488
193.5,179.38,117.4,219.7,129.0,156.8,91.0,254.0,8.329859683744141
157.8,147.28,102.2,171.4,118.0,109.8,51.0,160.0,8.329062514132168
169.6,151.28,107.4,192.7,82.0,151.4,44.0,410.0,8.322204748421631
179.2,177.73999999999998,156.6,202.0,159.0,150.2,59.0,224.0,8.298535948029052
151.8,159.26000000000002,128.0,185.1,111.0,146.2,94.0,248.0,8.291962221994787
150.2,142.95999999999998,114.8,170.9,140.0,142.6,76.0,218.0,8.286764884095668
136.2,147.66000000000003,78.2,219.2,102.0,122.0,14.0,271.0,8.29494183152381
183.5,174.84,135.5,230.8,154.0,143.4,76.0,227.0,8.333640451357132
159.8,164.82,132.5,198.7,119.0,170.6,68.0,355.0,8.322127753273243
148.5,158.95999999999998,119.4,238.1,158.0,184.6,70.0,383.0,8.32550012407668
164.2,164.9,150.6,182.2,107.0,121.2,45.0,214.0,8.308872045754741
158.0,168.4,105.9,218.3,122.0,133.0,57.0,214.0,8.315822795100857
166.6,174.94,150.3,201.9,138.0,215.2,112.0,402.0,8.313874257796899
157.1,153.14000000000001,109.1,190.2,137.0,156.0,86.0,270.0,8.28496221023568
173.8,167.11999999999998,116.0,198.1,125.0,140.0,33.0,228.0,8.296036761406077
172.5,163.95999999999998,101.8,193.4,148.0,125.0,58.0,198.0,8.311982865919436
187.2,176.14000000000001,138.5,221.9,188.0,206.8,95.0,377.0,8.31506869138557
148.6,145.74,80.2,219.1,201.0,208.0,146.0,283.0,8.328339516882775
191.9,201.06,154.8,291.8,177.0,171.0,119.0,223.0,8.32635565041112
156.9,153.67999999999998,119.0,172.9,105.0,114.2,98.0,137.0,8.319253962923812
157.2,166.1,137.7,209.6,97.0,153.0,80.0,352.0,8.319694385274339
166.0,171.66000000000003,156.5,197.1,135.0,143.4,85.0,244.0,8.306726920183634
157.3,174.01999999999998,134.2,235.7,127.0,130.0,90.0,181.0,8.31135230714049
136.3,145.32,105.3,211.2,124.0,166.2,80.0,288.0,8.307457884880234
130.2,142.73999999999998,121.4,202.3,94.0,119.0,81.0,180.0,8.29899350012307
192.8,196.78000000000003,145.2,252.8,148.0,142.2,83.0,201.0,8.29058236402795
175.5,181.83999999999997,118.5,275.8,117.0,130.4,54.0,222.0,8.288943232160443
225.6,228.54000000000002,194.6,259.6,128.0,124.4,64.0,223.0,8.258295228683068
183.2,174.78000000000003,114.8,203.6,149.0,136.8,61.0,217.0,8.258547986636074
198.0,192.44,112.3,256.0,144.0,205.0,124.0,321.0,8.25101389090282
134.7,143.37999999999997,122.9,177.5,160.0,152.4,80.0,245.0,8.227509844154481
169.8,169.56,117.7,212.5,170.0,205.2,56.0,461.0,8.250036670545391
190.0,183.14000000000001,150.4,207.8,120.0,124.2,84.0,203.0,8.258641201892113
173.5,174.42000000000002,159.1,196.9,92.0,110.8,76.0,163.0,8.262375838523548
186.3,180.72,153.1,219.0,161.0,182.8,30.0,430.0,8.256475156495428
158.1,164.76,138.8,213.4,113.0,123.2,78.0,203.0,8.269268668120862
153.5,165.04,114.0,227.4,166.0,180.8,100.0,292.0,8.268237217366169
199.9,204.68,175.3,244.2,192.0,233.0,108.0,500.0,8.259830298236603
190.7,192.7,176.2,210.3,308.0,313.6,142.0,500.0,8.262895166506087
223.2,227.06,184.6,269.2,148.0,163.2,42.0,389.0,8.247643678257543
212.4,211.08,147.0,246.2,276.0,305.8,203.0,500.0,8.265543005725457
186.0,187.8,169.3,225.0,188.0,250.2,139.0,500.0,8.270502082547678
185.7,191.0,178.0,214.0,373.0,339.2,173.0,500.0,8.271913387952972
164.5,173.92,155.5,196.6,171.0,238.8,107.0,446.0,8.279795579488345
180.8,179.76,150.4,205.0,199.0,205.6,130.0,288.0,8.295812242842018
145.4,162.96,104.1,271.8,269.0,239.0,56.0,304.0,8.257917912716962
192.7,190.53999999999996,138.8,229.8,131.0,184.4,99.0,426.0,8.281221117432697
145.8,158.12,134.4,192.5,275.0,276.6,164.0,425.0,8.294876511819588
160.0,143.44,80.6,182.9,116.0,149.8,77.0,285.0,8.32122789397484
187.2,204.76,176.9,239.5,155.0,165.2,41.0,289.0,8.312910345309998
162.5,168.2,127.5,220.1,224.0,225.8,43.0,500.0,8.289060936258718
152.3,161.28,133.9,214.2,210.0,191.4,82.0,307.0,8.278444158502934
203.1,196.84,117.8,253.3,151.0,169.4,113.0,292.0,8.279070946153073
153.5,159.74,134.8,186.1,205.0,190.8,154.0,229.0,8.292641464213805
164.2,162.49999999999997,150.1,170.6,155.0,159.4,50.0,264.0,8.292542021944898
145.5,151.5,118.0,206.3,215.0,236.2,117.0,389.0,8.283749049221912
158.3,180.84,124.2,258.4,258.0,265.6,115.0,472.0,8.277996944223915
183.2,182.3,128.7,225.1,236.0,215.6,104.0,259.0,8.31152889913253
193.1,184.12,105.8,238.6,206.0,220.8,189.0,272.0,8.281099191999129
171.5,198.85999999999999,138.0,287.7,129.0,159.2,90.0,266.0,8.30670538543229
171.8,189.12000000000003,124.7,248.5,200.0,162.2,53.0,258.0,8.290229430565201
197.3,199.5,176.2,231.6,202.0,193.8,85.0,312.0,8.289593271110041
187.2,183.04000000000002,92.6,250.0,206.0,233.8,59.0,500.0,8.28445742708209
244.3,234.35999999999999,197.2,247.0,139.0,165.0,52.0,319.0,8.28790761666406
269.0,250.42,186.1,293.9,178.0,177.0,73.0,290.0,8.26053639570227
165.9,172.45999999999998,136.6,207.5,127.0,215.8,51.0,456.0,8.241127334242666
199.0,197.21999999999997,144.7,251.9,114.0,178.4,76.0,339.0,8.23229675076756
175.5,186.64000000000001,147.3,227.3,222.0,219.0,140.0,269.0,8.22779377000489
187.8,195.45999999999998,157.3,254.6,116.0,119.2,56.0,187.0,8.221882090041612
202.0,213.1,178.7,258.8,143.0,143.8,53.0,231.0,8.218526532227369
177.9,192.96,133.2,246.8,241.0,260.0,88.0,500.0,8.209456184741866
217.8,216.03999999999996,169.3,253.7,139.0,159.4,65.0,240.0,8.217671905839426
195.5,212.0,169.5,293.2,316.0,310.0,107.0,470.0,8.223287983784093
220.2,206.32,149.8,255.2,144.0,215.4,79.0,471.0,8.217899764662372
224.2,227.67999999999998,190.5,276.9,242.0,239.4,100.0,365.0,8.185920917951943
204.4,211.33999999999997,188.8,253.3,232.0,213.6,59.0,438.0,8.175758854358655
180.4,184.48000000000002,150.2,234.1,129.0,152.2,71.0,300.0,8.169015469016001
205.5,195.98,120.8,256.3,221.0,193.8,120.0,271.0,8.159581733581573
231.3,205.6,146.4,252.4,103.0,162.0,46.0,342.0,8.162140815110387
239.4,231.82,179.7,265.6,295.0,308.0,133.0,500.0,8.158186770185763
241.4,242.95999999999998,202.5,286.4,349.0,365.0,200.0,500.0,8.160167688323966
187.0,189.14000000000001,163.6,228.9,185.0,193.0,46.0,316.0,8.187683537457493
226.2,220.06,152.9,286.2,181.0,188.4,80.0,389.0,8.174667003321245
236.1,254.06,220.3,307.5,332.0,310.8,64.0,500.0,8.184831822583035
239.6,232.74,152.5,307.4,289.0,260.8,153.0,371.0,8.177257536781767
179.0,184.8,157.1,227.8,414.0,337.0,152.0,500.0,8.180856852469606
200.1,195.68,176.1,209.7,150.0,160.0,81.0,246.0,8.185111322655283
160.5,181.28,132.9,234.5,268.0,267.2,99.0,431.0,8.168063086861078
213.1,224.38000000000002,179.4,273.7,94.0,146.4,73.0,281.0,8.150331585604974
189.1,210.8,138.4,285.1,165.0,140.2,68.0,222.0,8.154978198685232
223.8,205.2,113.6,241.9,211.0,224.2,59.0,376.0,8.164637847005046
250.4,232.01999999999998,119.1,310.9,157.0,160.2,50.0,294.0,8.179975625126506
193.0,226.5,169.7,332.9,217.0,229.6,153.0,292.0,8.177407647364054
241.4,234.76000000000005,175.2,307.1,227.0,213.0,121.0,290.0,8.198701116512103
238.6,236.53999999999996,148.6,293.0,316.0,297.6,104.0,500.0,8.182191610427548
209.9,218.94,192.8,262.9,228.0,226.2,51.0,331.0,8.186987099185595
281.3,269.38,232.1,297.0,257.0,309.8,120.0,500.0,8.192290203772545
189.2,186.11999999999998,133.2,220.8,242.0,222.0,33.0,481.0,8.168130051057306
238.9,244.61999999999998,207.0,306.3,236.0,208.8,100.0,293.0,8.173848647301831
171.9,186.18,129.9,253.1,130.0,161.8,57.0,392.0,8.188598856627289
208.3,196.28000000000003,98.5,256.8,98.0,112.4,53.0,237.0,8.20957429203462
187.1,183.57999999999998,116.3,237.0,355.0,327.8,53.0,500.0,8.192335941613708
218.2,212.04000000000002,164.0,234.4,363.0,286.0,102.0,426.0,8.205197408610436
214.6,206.54000000000002,148.9,241.0,389.0,319.4,103.0,473.0,8.222641269053073
206.4,207.38000000000002,157.3,255.3,275.0,238.8,56.0,409.0,8.245687264875372
181.7,213.53999999999996,140.0,298.4,130.0,179.0,105.0,316.0,8.245619170085696
176.8,192.76000000000002,151.5,276.6,190.0,217.4,131.0,329.0,8.25228804499035
206.7,224.01999999999998,190.8,274.9,131.0,174.2,128.0,346.0,8.259900773757552
168.9,197.28,130.6,277.3,232.0,257.4,102.0,421.0,8.273348087424443
236.3,248.43999999999997,200.0,289.4,154.0,178.8,110.0,282.0,8.26653835898465
185.0,196.92000000000002,162.4,257.8,181.0,166.4,50.0,253.0,8.278712355547697
233.0,248.44,153.0,378.5,252.0,263.0,60.0,500.0,8.285266659641618
206.9,205.18,142.5,243.9,175.0,199.8,66.0,415.0,8.27934813285126
215.2,227.34,205.9,273.7,110.0,163.8,47.0,376.0,8.274239368548525
189.1,217.21999999999997,161.3,300.4,198.0,208.2,144.0,279.0,8.27737346704815
186.0,206.01999999999998,166.5,264.7,243.0,249.8,81.0,423.0,8.288517912047062
184.2,190.46,132.8,264.7,175.0,144.2,61.0,229.0,8.30794728822444
252.1,257.46000000000004,230.5,308.3,340.0,298.4,129.0,441.0,8.303053051747133
191.8,206.82,137.4,273.3,180.0,187.6,127.0,263.0,8.30184216563284
206.9,200.08,168.5,238.2,302.0,280.2,151.0,358.0,8.300988861068268
263.3,265.58,230.7,318.6,160.0,169.2,56.0,285.0,8.318838660519846
235.1,246.3,195.1,324.0,292.0,279.2,176.0,365.0,8.329292816940338
235.6,218.61999999999998,123.4,276.7,216.0,212.6,96.0,308.0,8.328955247205451
238.6,249.47999999999996,200.4,318.4,295.0,267.6,96.0,362.0,8.303004839458508
237.2,222.84,131.3,275.4,129.0,135.4,41.0,263.0,8.30581415190654
242.3,252.82000000000002,157.5,327.6,247.0,296.4,154.0,484.0,8.307383897808556
232.3,228.24,186.9,261.8,258.0,227.8,104.0,377.0,8.328185248984894
234.0,240.45999999999995,146.1,369.4,206.0,261.6,173.0,436.0,8.324291269285334
269.5,284.84000000000003,190.1,373.5,336.0,336.0,149.0,482.0,8.354310937008115
232.2,221.62000000000003,177.1,252.4,259.0,270.0,127.0,481.0,8.358867538036694
275.9,264.8,232.6,293.0,356.0,338.2,223.0,500.0,8.362612013390759
240.6,240.28000000000003,177.7,304.0,185.0,199.6,112.0,289.0,8.335139208660838
302.1,284.28000000000003,219.4,323.9,340.0,289.8,77.0,500.0,8.333042311824771
263.7,289.21999999999997,218.6,384.6,278.0,295.2,159.0,500.0,8.340956212076975
302.4,301.71999999999997,207.7,407.6,357.0,383.4,205.0,500.0,8.341496922122273
295.3,293.52000000000004,249.7,322.1,307.0,257.8,28.0,500.0,8.318257466799182
289.0,281.65999999999997,218.6,347.1,176.0,207.2,50.0,500.0,8.333466074632202
267.9,261.84000000000003,247.3,274.8,254.0,222.4,101.0,273.0,8.298179550771692
322.3,311.22,236.4,392.8,292.0,336.2,199.0,500.0,8.295018966158326
310.4,279.88,174.7,346.4,186.0,198.0,119.0,305.0,8.294241050099881
256.9,256.84000000000003,182.2,306.1,269.0,258.2,112.0,369.0,8.323082455290459
223.2,230.85999999999999,178.6,295.9,143.0,169.4,102.0,333.0,8.33247749235582
325.5,301.24,216.4,359.8,180.0,216.6,96.0,392.0,8.342954650360133
228.4,257.4,199.5,400.5,188.0,190.8,150.0,232.0,8.339483727516276
328.4,306.02,248.6,366.9,263.0,302.0,137.0,500.0,8.364728480715119
281.1,285.52,220.1,369.4,366.0,343.0,214.0,500.0,8.366323365876175
261.9,239.54000000000002,160.4,277.8,195.0,239.2,150.0,423.0,8.381606176599265
234.7,253.8,205.7,306.5,171.0,198.8,137.0,296.0,8.382161278527251
305.0,292.2,226.0,318.5,273.0,272.0,147.0,500.0,8.39939282813579
240.6,256.32000000000005,230.3,299.9,207.0,263.0,145.0,500.0,8.404517463737756
287.8,255.84,150.0,320.8,500.0,413.0,199.0,500.0,8.39681828982576
240.0,257.12,207.3,340.4,259.0,281.2,129.0,500.0,8.375611110631601
249.1,279.5,219.4,394.3,315.0,290.2,90.0,500.0,8.400246581962865
286.3,301.78,272.4,375.5,283.0,265.6,145.0,426.0,8.406800725440595
303.2,313.78,284.9,359.4,155.0,187.4,92.0,322.0,8.389869777983842
297.1,284.76,217.3,314.8,366.0,337.6,82.0,500.0,8.386287281855786
301.7,291.54,268.6,311.7,192.0,172.4,108.0,215.0,8.348672487695309
296.0,294.2,267.5,323.9,208.0,257.6,172.0,490.0,8.341667344958728
281.6,276.08000000000004,194.9,330.2,276.0,312.6,165.0,500.0,8.364147533305415
281.1,300.71999999999997,247.5,416.4,403.0,377.2,214.0,500.0,8.367276036009486
303.4,278.03999999999996,191.3,313.3,302.0,338.0,208.0,500.0,8.35067240400846
252.3,253.66,212.6,284.0,236.0,301.8,133.0,478.0,8.348723060993427
278.6,270.62,211.0,330.7,279.0,300.4,115.0,500.0,8.351829348674311
296.2,300.44,269.0,330.3,170.0,246.6,46.0,500.0,8.342508250928443
285.6,297.22,235.8,379.6,204.0,212.2,47.0,367.0,8.352890657583595
250.7,243.32,182.3,278.8,308.0,329.0,227.0,500.0,8.357765113280218
288.7,283.08000000000004,226.8,325.2,295.0,315.8,203.0,500.0,8.355840638290829
294.9,299.3,223.2,390.4,227.0,278.8,104.0,500.0,8.355724286255292
284.5,295.53999999999996,228.0,342.9,362.0,339.2,224.0,440.0,8.336764558168559
271.3,281.78000000000003,260.6,320.0,203.0,190.4,44.0,274.0,8.356557099328729
277.9,276.94,222.7,307.3,307.0,278.6,193.0,331.0,8.362950501989268
319.5,302.53999999999996,223.5,354.3,287.0,266.8,152.0,339.0,8.35856708555919
281.8,278.3,210.7,329.8,251.0,293.4,219.0,500.0,8.364991279286462
268.9,270.2,205.1,380.7,251.0,255.8,180.0,322.0,8.34028375956895
316.5,303.68,235.0,345.6,191.0,223.4,58.0,500.0,8.356839523575317
232.6,235.82000000000002,166.2,313.1,247.0,264.0,100.0,500.0,8.323544398281358
279.5,274.62,160.1,336.1,322.0,282.2,119.0,413.0,8.34725028995139
302.0,294.23999999999995,267.4,310.9,313.0,332.4,208.0,500.0,8.365634036219408
276.5,281.96,226.3,317.5,282.0,255.2,97.0,362.0,8.362849728076952
275.0,267.56,179.8,326.0,154.0,251.6,108.0,461.0,8.399469361910011
259.5,290.86,246.5,363.5,336.0,326.2,136.0,500.0,8.422990268894283
269.7,286.12,245.0,336.2,186.0,210.6,96.0,309.0,8.410552138957035
262.0,285.9,245.3,364.7,353.0,341.4,203.0,425.0,8.37978664608637
249.4,268.32,197.5,334.8,263.0,286.8,137.0,500.0,8.401988521606508
257.2,282.24,254.3,339.9,234.0,249.8,130.0,388.0,8.40276043011001
248.0,243.44,170.1,307.9,289.0,273.8,97.0,445.0,8.397055946905956
246.7,265.71999999999997,214.2,331.8,311.0,259.4,117.0,321.0,8.412123420615433
244.3,262.62,201.6,325.1,335.0,349.0,188.0,473.0,8.446192470235001
266.2,261.72,201.0,320.7,255.0,252.2,188.0,320.0,8.457219461228538
288.8,277.68,194.9,342.1,277.0,307.8,200.0,470.0,8.452106107361677
262.4,250.82000000000002,182.7,309.8,244.0,226.8,59.0,425.0,8.463261903218244
233.7,236.12000000000003,148.4,317.0,229.0,195.2,57.0,280.0,8.439744667265632
269.3,263.64,185.3,341.5,249.0,255.4,67.0,500.0,8.463880523643033
300.8,297.58000000000004,274.0,325.1,212.0,267.6,45.0,500.0,8.477234971117712
269.7,297.53999999999996,258.9,355.7,229.0,229.8,216.0,250.0,8.475190168630803
242.0,229.44,130.5,283.0,123.0,124.2,57.0,216.0,8.50409921792807
277.5,270.9,222.8,319.9,276.0,319.4,101.0,496.0,8.500962840954648
268.9,255.16,213.0,284.4,277.0,266.0,119.0,358.0,8.485514837316689
249.3,251.3,153.0,356.6,215.0,215.0,85.0,331.0,8.488121513469551
318.6,309.94,255.8,346.0,305.0,310.2,212.0,470.0,8.487708181841157
266.1,286.36,235.7,363.5,319.0,374.4,280.0,500.0,8.488121274138125
292.4,307.84000000000003,275.3,363.9,291.0,304.8,159.0,500.0,8.493811853349062
243.1,242.58,193.8,301.5,324.0,336.6,213.0,470.0,8.49965819366654
280.0,284.44,180.7,378.7,271.0,290.8,105.0,500.0,8.490171688263649
336.6,330.12,277.9,400.1,368.0,303.6,33.0,413.0,8.482870666563853
311.7,284.28000000000003,197.4,337.8,387.0,342.6,123.0,500.0,8.488042975594706
239.9,247.84,208.9,316.3,315.0,333.0,188.0,500.0,8.51831322187743
261.8,273.65999999999997,242.8,319.2,262.0,274.8,112.0,398.0,8.484030845911835
226.5,229.28000000000003,161.5,303.9,287.0,304.4,183.0,500.0,8.49889181059289
290.0,293.1,254.4,346.0,251.0,290.8,196.0,500.0,8.501541433424645
313.0,312.68,250.9,362.7,388.0,331.6,143.0,449.0,8.490503372377532
311.3,294.1,235.7,330.1,205.0,234.2,128.0,445.0,8.462384757349625
299.7,307.4,279.5,336.9,276.0,332.8,151.0,500.0,8.487357657868412
247.0,248.67999999999998,153.5,347.8,242.0,228.4,38.0,329.0,8.469416424126514
302.4,303.16,281.2,340.4,328.0,355.2,266.0,500.0,8.474343847790585
286.0,281.34000000000003,249.4,309.3,199.0,279.8,129.0,474.0,8.454403005504096
267.8,256.94,177.0,303.6,341.0,324.0,184.0,500.0,8.456745511395178
251.7,246.5,189.8,302.4,185.0,256.8,133.0,475.0,8.437848111434228
285.9,272.68,206.9,323.3,286.0,282.2,200.0,424.0,8.464302816767496
258.8,264.68,240.1,313.7,283.0,304.2,176.0,449.0,8.462058486295119
238.0,254.53999999999996,197.8,314.0,288.0,285.0,60.0,500.0,8.472731914786381
279.5,277.4,224.4,335.8,290.0,349.2,218.0,500.0,8.457118473321648
249.3,250.66000000000003,223.9,285.8,293.0,327.4,197.0,500.0,8.487048858072589
235.0,253.1,200.0,308.4,227.0,239.0,102.0,392.0,8.492829502018916
242.0,253.54000000000002,200.3,322.7,258.0,262.0,198.0,360.0,8.49977400030989
265.2,269.84000000000003,233.3,306.7,324.0,250.2,87.0,385.0,8.50124516843311
261.0,255.64000000000001,166.5,311.3,122.0,245.0,110.0,500.0,8.487919359427359
307.3,309.23999999999995,260.4,341.5,440.0,377.8,207.0,500.0,8.491282240786035
286.2,300.08000000000004,245.9,364.6,336.0,339.0,165.0,454.0,8.481020825591893
313.4,304.86,222.4,359.0,500.0,443.0,215.0,500.0,8.505908651638482
262.8,279.16,225.9,390.8,233.0,286.6,107.0,500.0,8.498379312542479
292.9,280.78,191.1,341.4,362.0,362.6,219.0,500.0,8.488028733861041
333.0,324.02,264.4,361.6,421.0,323.6,60.0,500.0,8.474977322562596
231.9,236.48000000000002,230.0,255.8,210.0,216.8,129.0,331.0,8.462596939109693
287.9,288.02,274.0,300.3,500.0,390.8,222.0,500.0,8.46565991314752
285.8,295.12,230.8,376.3,355.0,322.0,177.0,495.0,8.472848744416718
316.7,304.56,246.7,333.3,350.0,324.0,77.0,500.0,8.483276793552248
316.4,331.34,286.0,392.3,402.0,372.2,180.0,500.0,8.475462356501081
310.9,303.44,219.0,420.2,288.0,329.8,221.0,453.0,8.478470230178523
210.7,227.7,171.8,360.7,244.0,281.6,99.0,484.0,8.460205679100952
265.6,271.93999999999994,208.1,344.3,500.0,392.0,224.0,500.0,8.469567441520526
294.8,289.88,230.7,329.6,244.0,293.8,96.0,500.0,8.507322232896135
247.4,250.94,211.9,320.7,332.0,304.2,186.0,440.0,8.531592318189263
331.1,339.68,286.5,412.5,308.0,262.8,55.0,464.0,8.555540689936128
355.1,337.82000000000005,249.4,399.5,347.0,290.4,60.0,383.0,8.532344181741047
335.2,326.7,282.8,378.3,215.0,285.0,181.0,500.0,8.531737696680842
281.5,290.44,190.9,400.8,463.0,322.6,68.0,500.0,8.531945626836002
340.4,343.46000000000004,316.0,391.9,335.0,361.6,238.0,500.0,8.552698099222509
320.3,334.2,291.9,380.2,348.0,359.6,216.0,500.0,8.542998416501426
296.0,289.4,250.4,324.3,256.0,243.4,87.0,343.0,8.586180020723715
351.4,345.86,254.7,420.4,390.0,371.0,195.0,500.0,8.565819266812591
290.5,285.26,163.3,378.7,220.0,289.4,63.0,500.0,8.544163064266046
268.8,274.1,229.9,305.8,282.0,293.8,89.0,500.0,8.556827954683737
273.3,284.52,249.5,324.3,391.0,339.6,169.0,457.0,8.557382320283114
269.9,286.18,180.5,419.2,500.0,399.0,199.0,500.0,8.550095778992244
260.9,256.38,140.2,322.0,242.0,286.6,60.0,500.0,8.541236290853568
337.7,323.7,249.4,400.7,203.0,268.0,147.0,480.0,8.55567170550025
308.2,325.74,247.3,407.7,327.0,350.6,168.0,500.0,8.556382054533861
347.9,314.74,245.3,376.3,326.0,327.8,121.0,500.0,8.558224951703416
278.8,278.72,202.4,321.4,315.0,356.8,265.0,500.0,8.571731128598271
319.4,315.88,254.9,373.0,277.0,245.8,40.0,438.0,8.58632283916684
319.3,322.2,274.4,404.7,397.0,419.0,376.0,500.0,8.578072488756234
268.9,265.9,186.2,322.7,240.0,309.6,214.0,492.0,8.599228882321427
283.1,279.7,233.0,318.9,473.0,359.2,40.0,500.0,8.578294804180311
253.8,256.26,170.9,325.4,324.0,364.8,248.0,500.0,8.573540749002014
196.6,226.82,166.0,311.2,193.0,185.0,117.0,256.0,8.564265917331173
267.9,287.38,206.1,367.2,311.0,298.2,222.0,400.0,8.57355061464006
290.6,293.71999999999997,214.7,367.5,321.0,269.6,40.0,356.0,8.562988476340356
256.7,277.96,210.8,345.5,318.0,294.6,90.0,465.0,8.544112029682793
319.4,269.98,132.1,358.7,343.0,357.4,186.0,500.0,8.518940394935397
310.1,301.96000000000004,238.2,351.9,267.0,245.4,112.0,329.0,8.525122741829572
321.7,332.36,241.4,413.4,438.0,401.8,255.0,500.0,8.542509631150402
342.3,356.8,293.9,439.6,471.0,375.2,53.0,500.0,8.557509863794296
357.9,345.86,270.2,414.0,500.0,393.4,217.0,500.0,8.568016771817732
284.7,302.8,277.5,370.5,225.0,270.0,69.0,470.0,8.587211302472397
293.8,293.34000000000003,226.4,339.1,326.0,360.2,169.0,500.0,8.565185020085123
280.1,279.08,202.9,351.9,373.0,363.2,190.0,500.0,8.564521910429095
267.4,280.08000000000004,234.3,357.8,311.0,339.4,219.0,500.0,8.557726000186408
307.2,311.2,273.2,371.7,234.0,305.6,220.0,500.0,8.546153809635882
265.6,288.3,246.1,350.6,282.0,289.4,48.0,448.0,8.557050913943966
290.4,266.41999999999996,201.7,331.3,284.0,296.0,30.0,500.0,8.549326556697878
276.4,267.98,204.4,304.1,500.0,344.8,34.0,500.0,8.558487980537135
296.5,301.24,238.1,367.3,280.0,348.2,259.0,500.0,8.576252897125983
304.5,277.67999999999995,146.0,406.3,382.0,328.6,173.0,486.0,8.594213838539764
334.7,300.8,192.3,378.7,250.0,285.4,157.0,500.0,8.608234053500752
298.3,297.48,250.3,342.6,324.0,355.6,131.0,500.0,8.582209057170092
324.4,307.42,217.3,379.8,396.0,377.0,307.0,431.0,8.579088753686246
349.7,345.55999999999995,275.6,388.1,273.0,295.2,89.0,500.0,8.584520690879438
349.0,332.58,244.8,392.8,291.0,322.2,223.0,500.0,8.589867521447172
377.1,348.7,251.0,429.3,306.0,308.8,196.0,500.0,8.593692949356623
343.7,333.52,290.9,394.0,379.0,365.6,252.0,500.0,8.612543259636222
378.1,363.84,309.3,401.2,425.0,368.6,232.0,500.0,8.595122605973263
333.0,352.26,273.0,423.8,500.0,482.6,413.0,500.0,8.5692077642404
315.6,323.26000000000005,251.1,379.3,404.0,349.4,62.0,469.0,8.568206698261823
368.3,346.8,285.0,378.9,312.0,324.0,184.0,500.0,8.573907431645647
311.7,313.97999999999996,274.5,354.5,465.0,399.8,121.0,500.0,8.590420557963348
380.5,356.76,275.0,393.1,360.0,329.2,180.0,403.0,8.576899683673329
282.7,283.94,226.4,361.9,500.0,427.0,265.0,500.0,8.601864067878283
313.2,316.17999999999995,276.3,369.0,446.0,432.4,357.0,500.0,8.611003228895916
334.1,344.78000000000003,257.0,421.3,226.0,245.6,92.0,500.0,8.64264037081649
335.5,322.84000000000003,241.8,417.2,454.0,353.0,146.0,500.0,8.635496580041599
384.3,384.46,348.1,429.3,500.0,457.2,335.0,500.0,8.640209891397957
349.9,339.84,282.7,373.6,243.0,265.6,56.0,468.0,8.617315200339192
356.3,353.08,306.4,417.0,346.0,372.8,188.0,500.0,8.605484097332912
320.5,321.7,238.3,408.3,452.0,375.0,81.0,500.0,8.606311138951707
352.9,343.17999999999995,295.6,376.3,247.0,307.8,204.0,500.0,8.574184907807043
361.8,361.68,327.3,406.1,264.0,259.4,29.0,491.0,8.614600012651627
338.3,337.24,319.3,351.5,354.0,337.0,90.0,500.0,8.603294936584957
345.1,350.7,306.4,410.5,500.0,457.2,293.0,500.0,8.582081799126119
328.0,347.62,283.8,438.4,226.0,304.2,80.0,500.0,8.58127052200585
271.0,288.65999999999997,172.7,431.2,257.0,273.0,102.0,500.0,8.586402652720427
365.0,351.1,276.8,423.7,383.0,373.2,226.0,500.0,8.588942194052926
360.3,346.46000000000004,250.9,404.6,286.0,298.6,162.0,500.0,8.580421712558671
411.3,396.48,289.4,472.5,371.0,386.6,230.0,500.0,8.581714590366605
381.9,378.53999999999996,333.2,443.6,267.0,310.2,232.0,450.0,8.540603625124943
370.3,367.74,339.4,394.6,249.0,346.6,237.0,500.0,8.522893095511552
359.8,371.14,302.5,442.8,345.0,367.4,264.0,475.0,8.514256318103623
368.7,372.8,307.2,465.8,500.0,500.0,500.0,500.0,8.531569514114128
357.4,371.43999999999994,312.0,445.5,350.0,392.2,272.0,500.0,8.568887497431048
